nom_commune,code_insee,type_bien,loyer_m2,loyer_m2_min,loyer_m2_max,niveau_prediction,nb_obs_commune,r2_adj,population,superficie_km2,region,departement,latitude,longitude
Orvault,44114,Appartement,12.7825779738115,10.9436811308257,14.9304697115425,commune,1431,0.878981710158517,27872,28,Pays de la Loire,Loire-Atlantique,47.271,-1.624
Saint-Malo,35288,Appartement,12.0322659695199,9.80112852477471,14.7713014879165,commune,4477,0.830879978051291,47323,37,Bretagne,Ille-et-Vilaine,48.652,-2.023
Menton,06083,Appartement,17.9839334430088,14.0210033656688,23.0669555985192,commune,3186,0.81951021031408,30412,14,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,43.776,7.503
Forbach,57227,Appartement,9.01473369931389,7.21041510241484,11.2705610585899,commune,2667,0.774448568810419,21130,16,Grand Est,Moselle,49.186,6.896
Hénin-Beaumont,62427,Appartement,9.62336582268149,8.09221296790136,11.4442328846879,commune,1730,0.75216706955326,26035,21,Hauts-de-France,Pas-de-Calais,50.419,2.947
Vaulx-en-Velin,69256,Appartement,13.453434199748,10.9503459354515,16.5286916809616,commune,1806,0.803741215155002,52139,21,Auvergne-Rhône-Alpes,Rhône,45.779,4.92
Châteauroux,36044,Appartement,9.33605214492242,7.37652501637958,11.816115238431,commune,6120,0.746903081009,42968,25,Centre-Val de Loire,Indre,46.811,1.691
Saint-Cloud,92064,Appartement,23.6309259092046,18.8496971619099,29.624914104972,commune,2731,0.946627868050522,29727,8,Île-de-France,Hauts-de-Seine,48.844,2.219
L'Haÿ-les-Roses,94038,Appartement,18.3645375365598,15.3801049571101,21.928084357825,commune,1421,0.886681745888273,31392,4,Île-de-France,Val-de-Marne,48.779,2.338
Saint-Dizier,52448,Appartement,10.5758062816298,8.13732788443927,13.7450131167067,commune,2502,0.715469500274196,23068,48,Grand Est,Haute-Marne,48.638,4.948
Sète,34301,Appartement,12.497402964513,9.81733811794516,15.9091068251919,commune,4600,0.782515760168002,44712,42,Occitanie,Hérault,43.402,3.696
Oullins-Pierre-Bénite,69149,Appartement,13.073577430964,10.4333930391225,16.3818640975674,commune,3572,0.799817492834772,27113,4,Auvergne-Rhône-Alpes,Rhône,45.714,4.807
Villiers-le-Bel,95680,Appartement,16.3186768896981,12.9880204773678,20.5034489970513,commune,706,0.782405248441149,28836,7,Île-de-France,Val-d'Oise,49.008,2.388
Villepinte,93078,Appartement,16.4458489117236,13.6958640953555,19.7480016261961,commune,1829,0.826015503179899,38725,10,Île-de-France,Seine-Saint-Denis,48.964,2.534
Grasse,06069,Appartement,13.924735757753,10.6284897714972,18.2432565766051,commune,7400,0.7473074593455,48323,44,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,43.658,6.925
Colombes,92025,Appartement,19.7480848971511,15.6983237821551,24.8425795337718,commune,5355,0.851099632444185,88870,8,Île-de-France,Hauts-de-Seine,48.922,2.254
Schiltigheim,67447,Appartement,12.8423829166049,10.5168887445921,15.6820903008518,commune,4658,0.817563123928109,34129,8,Grand Est,Bas-Rhin,48.605,7.749
Fontenay-sous-Bois,94033,Appartement,20.7574844779041,16.4946206201704,26.1220413474402,commune,2784,0.856597433147016,51812,6,Île-de-France,Val-de-Marne,48.849,2.475
Nogent-sur-Marne,94052,Appartement,21.3174338783042,17.1404283618015,26.5123471574725,commune,3439,0.891266863799795,33472,3,Île-de-France,Val-de-Marne,48.839,2.492
Ajaccio,2A004,Appartement,15.3881807921276,12.1653333345708,19.4648269454559,commune,5437,0.7975052418106,73822,83,Corse,Corse-du-Sud,41.919,8.739
Mandelieu-la-Napoule,06079,Appartement,17.7670670759163,14.3229578203284,22.0393494444341,commune,3030,0.845378485799373,21561,32,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,43.543,6.932
Châtenay-Malabry,92019,Appartement,19.7306850273879,16.7760733806763,23.2056645685878,commune,2950,0.915936893374738,34898,6,Île-de-France,Hauts-de-Seine,48.767,2.278
Aubagne,13005,Appartement,14.1050067660721,11.1332388028354,17.8700214191285,commune,3985,0.765268869965423,47342,55,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.292,5.57
Tassin-la-Demi-Lune,69244,Appartement,14.1435975668246,11.3023802337388,17.699046395125,commune,2883,0.83842128992101,22676,8,Auvergne-Rhône-Alpes,Rhône,45.761,4.777
Dammarie-les-Lys,77152,Appartement,15.0146734901532,12.9923854101885,17.3517343350299,commune,1445,0.906749774296839,22845,10,Île-de-France,Seine-et-Marne,48.515,2.635
Le Mée-sur-Seine,77285,Appartement,14.8660663327261,12.8648291017425,17.1786136031202,commune,629,0.906749774296839,20207,6,Île-de-France,Seine-et-Marne,48.538,2.634
Tarbes,65440,Appartement,9.2801008235877,7.56786489314552,11.3797316035538,commune,11884,0.802512458964374,43955,15,Occitanie,Hautes-Pyrénées,43.233,0.078
Orly,94054,Appartement,16.8765762144226,13.5696284768917,20.9894342506315,commune,614,0.826058950399775,24482,7,Île-de-France,Val-de-Marne,48.743,2.401
Rosny-sous-Bois,93064,Appartement,17.8378396391816,14.5819568642399,21.8207011552384,commune,3328,0.850141426210307,45655,6,Île-de-France,Seine-Saint-Denis,48.872,2.488
Villeneuve-la-Garenne,92078,Appartement,18.3180826884704,14.1099367269638,23.7812656339136,commune,870,0.845651416503607,25371,3,Île-de-France,Hauts-de-Seine,48.936,2.333
Wattrelos,59650,Appartement,12.8783905775143,10.353468061614,16.0190713758917,commune,886,0.654376507850131,40836,14,Hauts-de-France,Nord,50.702,3.216
Saint-Benoît,97410,Appartement,11.1499035718197,9.18938614293222,13.5286892646792,commune,805,0.783132342493098,37023,230,La Réunion,La Réunion,-21.034,55.713
Bagnolet,93006,Appartement,20.3448095878849,16.4264569214217,25.1978426721781,commune,1736,0.844223064233217,39366,3,Île-de-France,Seine-Saint-Denis,48.869,2.416
Saint-Joseph,97412,Appartement,11.7996083493358,9.72352806080099,14.3189546353041,commune,1027,0.737267738156677,38807,178,La Réunion,La Réunion,-21.379,55.619
Noisy-le-Sec,93053,Appartement,17.3107593911643,14.0153197277972,21.3810599057865,commune,1921,0.795832543996814,46094,5,Île-de-France,Seine-Saint-Denis,48.89,2.452
Villemomble,93077,Appartement,17.2222494985474,13.5229139811931,21.9335772010914,commune,2063,0.734515114265091,30332,4,Île-de-France,Seine-Saint-Denis,48.882,2.508
Boulogne-Billancourt,92012,Appartement,25.9368410869077,20.3395648917898,33.0744403406118,commune,14184,0.910250102205066,119808,6,Île-de-France,Hauts-de-Seine,48.836,2.241
Mulhouse,68224,Appartement,10.5762198513072,8.18901434452724,13.6593271958229,commune,20419,0.782895364506263,106341,22,Grand Est,Haut-Rhin,47.75,7.336
Bondy,93010,Appartement,16.6602061115205,13.1137400705207,21.1657746901892,commune,1365,0.723803520177244,52905,5,Île-de-France,Seine-Saint-Denis,48.902,2.481
Saint-Brieuc,22278,Appartement,9.82090883156021,7.95408277679863,12.1258796248832,commune,8605,0.793582089750064,44224,19,Bretagne,Côtes-d'Armor,48.514,-2.764
Halluin,59279,Appartement,11.8368902560037,9.86083182865417,14.2089403173402,commune,794,0.749283559995415,20829,13,Hauts-de-France,Nord,50.783,3.125
Sevran,93071,Appartement,16.2868734376501,13.2025902038695,20.0916821834162,commune,1673,0.788772446645126,51845,7,Île-de-France,Seine-Saint-Denis,48.94,2.526
La Celle-Saint-Cloud,78126,Appartement,19.5758301100688,15.66139245418,24.4686496184443,commune,941,0.934177003881959,20476,6,Île-de-France,Yvelines,48.848,2.136
Draguignan,83050,Appartement,11.4034658450758,8.90163004145746,14.6084517862663,commune,5123,0.788608299883082,39745,54,Provence-Alpes-Côte d'Azur,Var,43.538,6.463
Versailles,78646,Appartement,21.6934603262318,16.872844447916,27.8913387946226,commune,10912,0.915239714947616,83587,26,Île-de-France,Yvelines,48.801,2.13
Savigny-le-Temple,77445,Appartement,14.7919147914804,12.9142633481115,16.9425647673828,commune,1682,0.870920008031678,30510,12,Île-de-France,Seine-et-Marne,48.596,2.581
Strasbourg,67482,Appartement,13.9345522439101,10.7740611236677,18.0221500518238,commune,48406,0.841161977252657,291313,78,Grand Est,Bas-Rhin,48.573,7.752
Le Blanc-Mesnil,93007,Appartement,16.623943794823,13.4685642932683,20.5185572326783,commune,1789,0.778565935431988,58257,8,Île-de-France,Seine-Saint-Denis,48.939,2.464
Sarcelles,95585,Appartement,16.0561576827115,11.7292180333277,21.9793168478559,commune,1175,0.708145241051716,58424,8,Île-de-France,Val-d'Oise,48.997,2.378
Vigneux-sur-Seine,91657,Appartement,15.7986605427159,13.499853742501,18.488916969387,commune,1344,0.857155470035181,31050,9,Île-de-France,Essonne,48.7,2.417
Neuilly-sur-Seine,92051,Appartement,29.4028415427767,22.2499709276863,38.8552009168641,commune,8498,0.943164896982209,59267,4,Île-de-France,Hauts-de-Seine,48.885,2.27
Thiais,94073,Appartement,17.6455252119995,14.3731646262251,21.6629091855803,commune,2308,0.821979287332719,31097,6,Île-de-France,Val-de-Marne,48.764,2.391
Gif-sur-Yvette,91272,Appartement,17.7530949108279,15.0118032196919,20.9949713768851,commune,1753,0.899035038383899,22352,12,Île-de-France,Essonne,48.702,2.134
Saint-Laurent-du-Var,06123,Appartement,17.3215454350569,13.9561177857609,21.4985242217474,commune,6767,0.839916701024977,30941,9,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,43.675,7.192
Cagnes-sur-Mer,06027,Appartement,17.3136344483145,13.9490647584876,21.4897516786899,commune,5404,0.839916701024977,52580,18,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,43.664,7.149
Saint-Louis,97414,Appartement,12.8383162144558,10.6560135071844,15.4675445100772,commune,768,0.76895518065883,53935,99,La Réunion,La Réunion,-21.287,55.409
Fontenay-aux-Roses,92032,Appartement,19.3961062977293,16.1804082788698,23.2508928717276,commune,1467,0.911092121848111,24772,3,Île-de-France,Hauts-de-Seine,48.791,2.286
Marignane,13054,Appartement,14.0293058118245,11.3646898269804,17.3186795731483,commune,3019,0.740230790661781,33003,24,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.417,5.216
Les Pavillons-sous-Bois,93057,Appartement,16.734729389465,13.7249984193895,20.404459015674,commune,1742,0.831408196663906,24165,3,Île-de-France,Seine-Saint-Denis,48.903,2.507
Sceaux,92071,Appartement,21.9336327242997,17.9036161151204,26.8707864037687,commune,1829,0.937844432132848,20488,4,Île-de-France,Hauts-de-Seine,48.78,2.288
Beauvais,60057,Appartement,11.7941132628169,9.78857330705994,14.2105599347994,commune,7155,0.835735244495248,56677,33,Hauts-de-France,Oise,49.43,2.082
La Valette-du-Var,83144,Appartement,14.472375104844,11.4172415827589,18.3450301596137,commune,2780,0.785890806811362,23955,15,Provence-Alpes-Côte d'Azur,Var,43.138,5.984
Cavaillon,84035,Appartement,11.3871578327724,9.30934238164182,13.9287350483722,commune,3184,0.786454546774749,25923,46,Provence-Alpes-Côte d'Azur,Vaucluse,43.836,5.038
Saint-Germain-en-Laye,78551,Appartement,22.2712956095508,17.0563598236243,29.0806838772824,commune,6127,0.908682714700303,44380,49,Île-de-France,Yvelines,48.899,2.094
Cannes,06029,Appartement,17.4821070820276,12.9994009649928,23.5106270550867,commune,14988,0.798817402323843,73255,21,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,43.551,7.013
Guyancourt,78297,Appartement,17.488293813585,14.5798130484248,20.9769782022904,commune,1383,0.863048800137006,29406,13,Île-de-France,Yvelines,48.771,2.07
Vitry-sur-Seine,94081,Appartement,18.5528093504808,14.5903434335564,23.5914073142134,commune,3939,0.806340557430329,96205,12,Île-de-France,Val-de-Marne,48.789,2.388
Bezons,95063,Appartement,17.8663499588685,14.4661513573533,22.0657487238653,commune,1958,0.810536937809783,32017,4,Île-de-France,Val-d'Oise,48.928,2.216
Sucy-en-Brie,94071,Appartement,17.574782515185,14.5855995351158,21.1765707479092,commune,1027,0.844306851985592,27622,10,Île-de-France,Val-de-Marne,48.771,2.524
Nogent-sur-Oise,60463,Appartement,13.2859053047599,10.9779243960848,16.0791123529691,commune,1010,0.829045878884683,21382,7,Hauts-de-France,Oise,49.275,2.467
Saint-Cyr-l'École,78545,Appartement,17.5452635280167,14.634155567617,21.0354653430599,commune,2231,0.861477981663617,20971,5,Île-de-France,Yvelines,48.8,2.067
La Ciotat,13028,Appartement,15.7886448266659,12.0346956406933,20.7135529559801,commune,3653,0.747173006764401,36987,32,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.174,5.605
Morsang-sur-Orge,91434,Appartement,15.7515885935688,13.1742666769182,18.8331198468715,commune,709,0.830404343788511,20785,4,Île-de-France,Essonne,48.662,2.346
Pau,64445,Appartement,10.751713726038,8.73777043188431,13.2298449527638,commune,21668,0.847514802819886,77066,32,Nouvelle-Aquitaine,Pyrénées-Atlantiques,43.295,-0.371
Toulon,83137,Appartement,13.0622291772703,10.1255141398884,16.850683207027,commune,28501,0.763249154024659,180452,44,Provence-Alpes-Côte d'Azur,Var,43.12,5.932
Maisons-Alfort,94046,Appartement,20.328877121189,16.4516465348672,25.1198713838486,commune,4583,0.858717654205233,58068,5,Île-de-France,Val-de-Marne,48.801,2.431
Pontault-Combault,77373,Appartement,16.7153730868628,14.2122833969294,19.6593108672025,commune,2749,0.838739037501142,38258,14,Île-de-France,Seine-et-Marne,48.802,2.608
Pessac,33318,Appartement,14.1429409626597,11.3923411378426,17.5576535720871,commune,4253,0.807023543134308,66760,39,Nouvelle-Aquitaine,Gironde,44.806,-0.63
Conflans-Sainte-Honorine,78172,Appartement,16.3021866492309,13.8058560286213,19.2498957685352,commune,2283,0.853853787344884,35926,10,Île-de-France,Yvelines,48.994,2.095
Corbeil-Essonnes,91174,Appartement,14.875121975401,12.4819926399927,17.7270777322927,commune,5330,0.83066627066955,52683,11,Île-de-France,Essonne,48.614,2.482
Sainte-Marie,97418,Appartement,12.4341910008963,9.83503927743427,15.7202326788374,commune,1131,0.799044430727839,34344,89,La Réunion,La Réunion,-20.897,55.549
Romainville,93063,Appartement,18.5966453770137,14.5182497858654,23.8207238736933,commune,2094,0.794843762065788,33266,3,Île-de-France,Seine-Saint-Denis,48.886,2.435
Sartrouville,78586,Appartement,18.1099918814922,13.9312416049337,23.5421806073311,commune,3312,0.745224516355355,51220,8,Île-de-France,Yvelines,48.941,2.158
Liévin,62510,Appartement,10.7715684184911,9.0262572748431,12.8543517718702,commune,892,0.775334352739862,30149,13,Hauts-de-France,Pas-de-Calais,50.421,2.785
Brétigny-sur-Orge,91103,Appartement,15.7719824894656,13.3850621747086,18.5845555591096,commune,2339,0.861185417420095,27106,15,Île-de-France,Essonne,48.612,2.306
Saint-Michel-sur-Orge,91570,Appartement,15.5762980372743,13.2173029496518,18.3563213667874,commune,1159,0.861185417420095,21437,5,Île-de-France,Essonne,48.63,2.303
Limeil-Brévannes,94044,Appartement,16.6999846204614,14.0638810322745,19.8301937910054,commune,1568,0.82858785301624,27999,7,Île-de-France,Val-de-Marne,48.749,2.48
Villenave-d'Ornon,33550,Appartement,12.4063018797654,10.8069315825496,14.2423707558587,commune,3404,0.873895595310297,40500,21,Nouvelle-Aquitaine,Gironde,44.783,-0.572
Croix,59163,Appartement,13.3742359402632,10.6547253453365,16.7878740360134,commune,2160,0.782049524552692,20778,4,Hauts-de-France,Nord,50.68,3.156
Lille,59350,Appartement,14.6637292296177,11.4073730746543,18.8496469355685,commune,66058,0.81954376147282,236710,35,Hauts-de-France,Nord,50.63,3.071
Champigny-sur-Marne,94017,Appartement,17.6260087021597,13.958265444715,22.2575064214904,commune,3299,0.782424707198388,77724,11,Île-de-France,Val-de-Marne,48.813,2.511
Les Ulis,91692,Appartement,15.9679739855832,13.7231044566378,18.5800664864088,commune,1733,0.863521562649219,25253,5,Île-de-France,Essonne,48.681,2.17
Rillieux-la-Pape,69286,Appartement,13.5318188680734,10.987287483356,16.6656349126872,commune,1654,0.791986559019235,31247,15,Auvergne-Rhône-Alpes,Rhône,45.819,4.898
Dijon,21231,Appartement,12.1751984576658,9.97680791287505,14.8580045619851,commune,44642,0.86936996547423,159346,42,Bourgogne-Franche-Comté,Côte-d'Or,47.322,5.042
Bordeaux,33063,Appartement,15.3744992321623,11.5906062454952,20.3936896511887,commune,46482,0.79623462630136,261804,50,Nouvelle-Aquitaine,Gironde,44.838,-0.579
Bergerac,24037,Appartement,10.041195753652,7.98462082953282,12.6274765346695,commune,3131,0.696760014010212,26323,57,Nouvelle-Aquitaine,Dordogne,44.85,0.485
Lanester,56098,Appartement,11.5650945819933,9.5425560017573,14.0163089077833,commune,1485,0.813253097433053,23026,16,Bretagne,Morbihan,47.764,-3.347
Fréjus,83061,Appartement,15.3116012014878,12.3348047573529,19.0067971050492,commune,6290,0.788479164675645,57082,105,Provence-Alpes-Côte d'Azur,Var,43.433,6.737
Nanterre,92050,Appartement,20.729316977885,14.9144245279023,28.8113417695554,commune,5000,0.754757952600906,97351,12,Île-de-France,Hauts-de-Seine,48.892,2.207
Creil,60175,Appartement,13.0762669277052,10.7826738788611,15.857732384897,commune,2529,0.7759597302983,36106,11,Hauts-de-France,Oise,49.261,2.473
Nantes,44109,Appartement,13.5192027497586,10.6949160974471,17.0893199463908,commune,51270,0.847932494161632,323204,66,Pays de la Loire,Loire-Atlantique,47.218,-1.554
Mitry-Mory,77294,Appartement,16.1693923085569,13.9223934625375,18.7790445896771,commune,930,0.86433180315324,20627,30,Île-de-France,Seine-et-Marne,48.984,2.619
Montigny-lès-Cormeilles,95424,Appartement,16.0321795511374,13.3775529831862,19.2135872295152,commune,656,0.800405099919868,22603,4,Île-de-France,Val-d'Oise,48.988,2.188
Livry-Gargan,93046,Appartement,16.5027616693472,13.5348720911792,20.1214419228065,commune,2943,0.798074662048178,46028,7,Île-de-France,Seine-Saint-Denis,48.919,2.536
Ozoir-la-Ferrière,77350,Appartement,16.4177318654157,14.0282871449729,19.2141718243398,commune,1448,0.861167744518418,20692,16,Île-de-France,Seine-et-Marne,48.762,2.672
Chartres,28085,Appartement,11.7804546893218,9.86868060468736,14.0625802218431,commune,8878,0.893515128753923,38447,17,Centre-Val de Loire,Eure-et-Loir,48.444,1.489
Saint-Sébastien-sur-Loire,44190,Appartement,12.4401884397926,10.7743989220869,14.3635194442544,commune,2425,0.889390734016984,28283,12,Pays de la Loire,Loire-Atlantique,47.206,-1.502
Le Port,97407,Appartement,13.1430241471706,9.41323298418365,18.3506648590711,commune,433,0.616693985237551,33336,16,La Réunion,La Réunion,-20.935,55.29
Saint-Paul,97415,Appartement,16.1634115204268,11.5774682183543,22.5658898000242,commune,4129,0.616693985237551,105240,240,La Réunion,La Réunion,-21.01,55.27
Goussainville,95280,Appartement,16.2975097850904,13.2648569626501,20.0234971204736,commune,609,0.787528283275718,30693,11,Île-de-France,Val-d'Oise,49.032,2.473
Vélizy-Villacoublay,78640,Appartement,19.3356434318549,16.1782120771833,23.1092969445685,commune,1079,0.841894492711989,22713,9,Île-de-France,Yvelines,48.783,2.191
Le Plessis-Robinson,92060,Appartement,20.844950546903,17.8798954216211,24.3017060814238,commune,2150,0.93459900706128,29228,3,Île-de-France,Hauts-de-Seine,48.782,2.262
Lingolsheim,67267,Appartement,13.1926370671287,11.2400889873131,15.4843678712356,commune,2055,0.872798658556687,20266,6,Grand Est,Bas-Rhin,48.556,7.682
Bastia,2B033,Appartement,12.8583069865619,10.5745010653736,15.6353531517496,commune,3822,0.811809965699521,48768,20,Corse,Haute-Corse,42.702,9.452
Frontignan,34108,Appartement,12.6029436133028,10.1693839050019,15.6188604151294,commune,1575,0.739444315886963,23808,40,Occitanie,Hérault,43.446,3.756
Sèvres,92072,Appartement,21.9577180987673,17.4070566493846,27.6980418813067,commune,1284,0.891806036534076,22618,4,Île-de-France,Hauts-de-Seine,48.825,2.213
Rodez,12202,Appartement,9.43392834019164,7.48894175744879,11.8840560936863,commune,9372,0.842530609751863,24207,11,Occitanie,Aveyron,44.349,2.576
Caluire-et-Cuire,69034,Appartement,14.3086361719965,11.1203817795655,18.4109748353052,commune,4133,0.842347691499444,43572,10,Auvergne-Rhône-Alpes,Rhône,45.797,4.842
Le Cannet,06030,Appartement,16.5576805709447,13.2249915099824,20.730205057788,commune,4509,0.825530425765747,41597,8,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,43.577,7.019
Vallauris,06155,Appartement,15.8294805818409,12.6446948495404,19.8164098440056,commune,4938,0.825530425765747,28025,13,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,43.58,7.056
La Chapelle-sur-Erdre,44035,Appartement,12.7545152455738,11.0231004639739,14.7578859215919,commune,1046,0.893820427486013,20331,33,Pays de la Loire,Loire-Atlantique,47.299,-1.551
Cugnaux,31157,Appartement,11.6937775760937,10.2464786166547,13.3455052330746,commune,2459,0.880253065157662,20341,13,Occitanie,Haute-Garonne,43.537,1.345
Fontaine,38169,Appartement,11.7201857238829,9.55451755699855,14.3767335799904,commune,2735,0.783804044974867,22891,7,Auvergne-Rhône-Alpes,Isère,45.192,5.688
Biarritz,64122,Appartement,17.8858080370696,13.1269204881416,24.3699296745106,commune,2140,0.77216671060529,25764,12,Nouvelle-Aquitaine,Pyrénées-Atlantiques,43.483,-1.558
Gujan-Mestras,33199,Appartement,13.7615998023044,11.6429252192879,16.2658116883763,commune,803,0.804153174801224,22399,50,Nouvelle-Aquitaine,Gironde,44.636,-1.071
Stains,93072,Appartement,17.0442439768352,12.7088683438015,22.8585460863297,commune,709,0.638821952254275,40359,5,Île-de-France,Seine-Saint-Denis,48.955,2.382
Vandœuvre-lès-Nancy,54547,Appartement,11.4282779517951,9.21914364456678,14.1667753512504,commune,5298,0.85498784778909,29537,9,Grand Est,Meurthe-et-Moselle,48.66,6.173
Nancy,54395,Appartement,11.3521189281215,9.15874057598631,14.0707778639463,commune,45892,0.85498784778909,104260,15,Grand Est,Meurthe-et-Moselle,48.693,6.184
Bouguenais,44020,Appartement,12.2770899308884,10.5502405589058,14.2865877161338,commune,907,0.851667825792318,20410,31,Pays de la Loire,Loire-Atlantique,47.179,-1.619
Le Lamentin,97213,Appartement,14.1417523709569,11.0630520029186,18.0772141420564,commune,1560,0.706509424567823,39641,68,Martinique,Martinique,14.615,-61.004
Toulouse,31555,Appartement,13.476838300453,10.7262313063916,16.9328038328177,commune,117523,0.82680899248966,504078,118,Occitanie,Haute-Garonne,43.605,1.444
Levallois-Perret,92044,Appartement,27.1355196666941,21.3339982107617,34.5146943534525,commune,8246,0.914203817976605,68009,2,Île-de-France,Hauts-de-Seine,48.893,2.288
Les Mureaux,78440,Appartement,14.8717180831006,12.540266669383,17.6366264429768,commune,1977,0.845238523173923,33977,12,Île-de-France,Yvelines,48.994,1.909
Bayonne,64102,Appartement,13.2430691489019,10.8554438630084,16.1558461077973,commune,7672,0.828316055771036,52749,26,Nouvelle-Aquitaine,Pyrénées-Atlantiques,43.493,-1.475
Drancy,93029,Appartement,16.8440661426254,13.258563767368,21.3991929439172,commune,2458,0.726013272474973,71363,8,Île-de-France,Seine-Saint-Denis,48.923,2.445
Saint-Denis,93066,Appartement,18.0413008375928,13.7708219081377,23.6361008866279,commune,5789,0.763952824496097,113942,12,Île-de-France,Seine-Saint-Denis,48.936,2.358
Marcq-en-Barœul,59378,Appartement,14.4101843811916,11.8172994762409,17.5719854030468,commune,4187,0.862601609490138,39356,14,Hauts-de-France,Nord,50.673,3.094
La Roche-sur-Yon,85191,Appartement,9.86640317125706,8.03884519948461,12.1094397419212,commune,5916,0.823961448477855,54952,88,Pays de la Loire,Vendée,46.67,-1.429
Vitrolles,13117,Appartement,15.7481399474019,12.5032732360405,19.8351189421413,commune,1947,0.615511485994433,35532,37,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.448,5.25
Issy-les-Moulineaux,92040,Appartement,24.6713961786801,19.8183695140283,30.7128085877369,commune,7171,0.912582661259456,68580,4,Île-de-France,Hauts-de-Seine,48.824,2.274
Arras,62041,Appartement,11.503029636448,9.26891909804515,14.2756333740046,commune,8843,0.863782780716206,42600,12,Hauts-de-France,Pas-de-Calais,50.293,2.779
Lorient,56121,Appartement,11.4752133132978,9.35558748107376,14.0750669962816,commune,9944,0.838437365263867,57846,15,Bretagne,Morbihan,47.748,-3.366
Fresnes,94034,Appartement,17.1697191929464,14.1398624727192,20.8488065377866,commune,1168,0.830220408268656,28780,4,Île-de-France,Val-de-Marne,48.755,2.322
Montpellier,34172,Appartement,14.3303420018149,11.6001320252091,17.7031348818014,commune,62663,0.84568760536111,302454,57,Occitanie,Hérault,43.598,3.897
Montfermeil,93047,Appartement,16.3793756058856,13.2352304795446,20.2704399937213,commune,743,0.718631415334567,27980,5,Île-de-France,Seine-Saint-Denis,48.902,2.571
Gardanne,13041,Appartement,14.7473633132302,11.9465725619385,18.2047799538178,commune,2340,0.807152136766728,21174,27,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.456,5.471
Le Chesnay-Rocquencourt,78158,Appartement,19.3009936405085,16.1616158375106,23.0501924594893,commune,2789,0.944851985609152,30924,4,Île-de-France,Yvelines,48.826,2.125
Vincennes,94080,Appartement,25.8278182609303,20.2385696774577,32.9606393510432,commune,5419,0.896563571857587,48798,2,Île-de-France,Val-de-Marne,48.848,2.44
Dunkerque,59183,Appartement,11.3555238944149,9.05352083733352,14.2428481950239,commune,7842,0.740643779828949,86788,43,Hauts-de-France,Nord,51.038,2.377
Coudekerque-Branche,59155,Appartement,10.9962969130395,8.76351115725153,13.7979565073831,commune,673,0.740643779828949,20765,9,Hauts-de-France,Nord,51.019,2.381
Grande-Synthe,59271,Appartement,10.5401688249683,8.40313009845825,13.2206877148335,maille,76,0.740643779828949,20331,21,Hauts-de-France,Nord,51.014,2.302
La Seyne-sur-Mer,83126,Appartement,13.5289626999897,10.580773985331,17.2986240885087,commune,7299,0.745770648318868,62763,24,Provence-Alpes-Côte d'Azur,Var,43.102,5.881
Villeneuve-Saint-Georges,94078,Appartement,15.2395204186665,12.023343635574,19.316006398071,commune,1235,0.711959208368649,35492,8,Île-de-France,Val-de-Marne,48.731,2.448
Montrouge,92049,Appartement,23.5716848706745,18.975943442908,29.280458666736,commune,4554,0.892098608667708,47657,2,Île-de-France,Hauts-de-Seine,48.819,2.32
Montmorency,95428,Appartement,17.2611209822979,13.8892189590922,21.4516236257102,commune,1647,0.8447860649073,21870,5,Île-de-France,Val-d'Oise,48.99,2.321
La Garenne-Colombes,92035,Appartement,22.3884126194295,18.1696730173067,27.5866835435285,commune,3407,0.903967758448749,29932,2,Île-de-France,Hauts-de-Seine,48.907,2.247
Suresnes,92073,Appartement,23.6068460709526,18.7584811224027,29.7083318090239,commune,4135,0.894107964895235,49104,4,Île-de-France,Hauts-de-Seine,48.871,2.225
Bron,69029,Appartement,14.001021197914,11.3031221409331,17.3428714774778,commune,4935,0.825621924177306,43049,10,Auvergne-Rhône-Alpes,Rhône,45.734,4.909
Élancourt,78208,Appartement,16.6257988417886,14.3137253764454,19.3113378843002,commune,1551,0.892202902936198,26082,9,Île-de-France,Yvelines,48.768,1.949
Bourgoin-Jallieu,38053,Appartement,12.3143378336664,9.86945797342213,15.3648677252625,commune,4719,0.772425975170519,29577,25,Auvergne-Rhône-Alpes,Isère,45.594,5.277
Palaiseau,91477,Appartement,17.4380031135592,14.5607617594895,20.8837942417625,commune,3109,0.868207729964807,34893,12,Île-de-France,Essonne,48.715,2.246
Chevilly-Larue,94021,Appartement,17.6334085354538,14.4139242417112,21.5719946465669,commune,1017,0.856530594646805,20326,4,Île-de-France,Val-de-Marne,48.771,2.347
Aubervilliers,93001,Appartement,18.1073564805577,14.2085011304932,23.0760694391847,commune,4145,0.795664271527614,90071,6,Île-de-France,Seine-Saint-Denis,48.915,2.382
