GEO,GEO_OBJECT,EMPSTA_ENQ,AGE,PCS,RP_MEASURE,FREQ,TIME_PERIOD,OBS_VALUE,LIB_EMPSTA,LIB_PCS,code_insee,nom_commune,latitude,longitude,population
93029,COM,2,Y15T64,3,POP,A,2016,211.17643,Chômeur,Cadres et professions intellectuelles supérieures,93029,Drancy,48.923,2.445,71363
95197,COM,2,Y15T64,4,POP,A,2016,268.72073,Chômeur,Professions intermédiaires,95197,Deuil-la-Barre,48.975,2.328,22510
91201,COM,2,Y15T64,6,POP,A,2016,321.82747,Chômeur,Ouvriers,91201,Draveil,48.682,2.405,29173
91570,COM,1,Y15T64,3,POP,A,2016,1640.19336,Actif occupé,Cadres et professions intellectuelles supérieures,91570,Saint-Michel-sur-Orge,48.63,2.303,21437
95424,COM,1,Y15T64,2,POP,A,2016,532.90654,Actif occupé,"Artisans, commerçants et chefs d’entreprise",95424,Montigny-lès-Cormeilles,48.988,2.188,22603
95268,COM,1,Y15T64,6,POP,A,2016,4642.81362,Actif occupé,Ouvriers,95268,Garges-lès-Gonesse,48.972,2.401,42841
95607,COM,2,Y15T64,6,POP,A,2016,248.14458,Chômeur,Ouvriers,95607,Taverny,49.026,2.226,27025
94017,COM,1,Y15T64,4,POP,A,2016,8808.85325,Actif occupé,Professions intermédiaires,94017,Champigny-sur-Marne,48.813,2.511,77724
97408,COM,2,Y15T64,6,POP,A,2016,1002.80503,Chômeur,Ouvriers,97408,La Possession,-20.926,55.336,35245
91345,COM,1,Y15T64,3,POP,A,2016,1978.51859,Actif occupé,Cadres et professions intellectuelles supérieures,91345,Longjumeau,48.694,2.296,20620
17299,COM,2,Y15T64,1,POP,A,2016,5.47909,Chômeur,Agriculteurs,17299,Rochefort,45.937,-0.962,23092
94022,COM,2,Y15T64,6,POP,A,2016,845.33602,Chômeur,Ouvriers,94022,Choisy-le-Roi,48.762,2.41,46129
94076,COM,2,Y15T64,1,POP,A,2016,9.20696,Chômeur,Agriculteurs,94076,Villejuif,48.792,2.363,57753
93049,COM,2,Y15T64,4,POP,A,2016,215.55243,Chômeur,Professions intermédiaires,93049,Neuilly-Plaisance,48.861,2.506,21415
97209,COM,1,Y15T64,1,POP,A,2016,86.07694,Actif occupé,Agriculteurs,97209,Fort-de-France,14.607,-61.07,74921
95555,COM,2,Y15T64,4,POP,A,2016,363.0301,Chômeur,Professions intermédiaires,95555,Saint-Gratien,48.971,2.283,20866
91345,COM,2,Y15T64,5,POP,A,2016,422.50544,Chômeur,Employés,91345,Longjumeau,48.694,2.296,20620
93070,COM,1,Y15T64,4,POP,A,2016,5547.1429,Actif occupé,Professions intermédiaires,93070,Saint-Ouen-sur-Seine,48.912,2.334,53207
93057,COM,1,Y15T64,6,POP,A,2016,1745.96656,Actif occupé,Ouvriers,93057,Les Pavillons-sous-Bois,48.903,2.507,24165
94021,COM,2,Y15T64,6,POP,A,2016,220.94105,Chômeur,Ouvriers,94021,Chevilly-Larue,48.771,2.347,20326
93014,COM,2,Y15T64,3,POP,A,2016,53.10597,Chômeur,Cadres et professions intellectuelles supérieures,93014,Clichy-sous-Bois,48.911,2.546,29735
93055,COM,2,Y15T64,5,POP,A,2016,1634.34009,Chômeur,Employés,93055,Pantin,48.897,2.401,60800
93066,COM,2,Y15T64,6,POP,A,2016,3941.07309,Chômeur,Ouvriers,93066,Saint-Denis,48.936,2.358,113942
97412,COM,2,Y15T64,3,POP,A,2016,50.16221,Chômeur,Cadres et professions intellectuelles supérieures,97412,Saint-Joseph,-21.379,55.619,38807
97409,COM,1,Y15T64,3,POP,A,2016,1113.37429,Actif occupé,Cadres et professions intellectuelles supérieures,97409,Saint-André,-20.96,55.65,57150
97416,COM,1,Y15T64,2,POP,A,2016,1998.95333,Actif occupé,"Artisans, commerçants et chefs d’entreprise",97416,Saint-Pierre,-21.342,55.478,84077
93032,COM,1,Y15T64,2,POP,A,2016,752.20782,Actif occupé,"Artisans, commerçants et chefs d’entreprise",93032,Gagny,48.885,2.537,40189
93032,COM,1,Y15T64,5,POP,A,2016,4958.91024,Actif occupé,Employés,93032,Gagny,48.885,2.537,40189
94076,COM,1,Y15T64,2,POP,A,2016,1052.93959,Actif occupé,"Artisans, commerçants et chefs d’entreprise",94076,Villejuif,48.792,2.363,57753
92035,COM,2,Y15T64,5,POP,A,2016,396.12734,Chômeur,Employés,92035,La Garenne-Colombes,48.907,2.247,29932
92063,COM,2,Y15T64,3,POP,A,2016,659.04864,Chômeur,Cadres et professions intellectuelles supérieures,92063,Rueil-Malmaison,48.878,2.181,78186
94042,COM,1,Y15T64,3,POP,A,2016,3184.18128,Actif occupé,Cadres et professions intellectuelles supérieures,94042,Joinville-le-Pont,48.818,2.467,20413
97117,COM,1,Y15T64,1,POP,A,2016,226.72286,Actif occupé,Agriculteurs,97117,Le Moule,16.331,-61.344,22645
95203,COM,1,Y15T64,5,POP,A,2016,2696.23935,Actif occupé,Employés,95203,Eaubonne,48.991,2.28,25373
94081,COM,1,Y15T64,4,POP,A,2016,9165.02834,Actif occupé,Professions intermédiaires,94081,Vitry-sur-Seine,48.789,2.388,96205
97222,COM,2,Y15T64,4,POP,A,2016,387.17191,Chômeur,Professions intermédiaires,97222,Le Robert,14.678,-60.939,21305
94081,COM,2,Y15T64,5,POP,A,2016,2659.46522,Chômeur,Employés,94081,Vitry-sur-Seine,48.789,2.388,96205
92051,COM,2,Y15T64,6,POP,A,2016,153.60234,Chômeur,Ouvriers,92051,Neuilly-sur-Seine,48.885,2.27,59267
93051,COM,2,Y15T64,6,POP,A,2016,940.57089,Chômeur,Ouvriers,93051,Noisy-le-Grand,48.849,2.552,70374
95424,COM,1,Y15T64,6,POP,A,2016,1792.9063,Actif occupé,Ouvriers,95424,Montigny-lès-Cormeilles,48.988,2.188,22603
93057,COM,2,Y15T64,2,POP,A,2016,63.0432,Chômeur,"Artisans, commerçants et chefs d’entreprise",93057,Les Pavillons-sous-Bois,48.903,2.507,24165
93070,COM,1,Y15T64,6,POP,A,2016,3458.63449,Actif occupé,Ouvriers,93070,Saint-Ouen-sur-Seine,48.912,2.334,53207
92048,COM,1,Y15T64,2,POP,A,2016,979.57023,Actif occupé,"Artisans, commerçants et chefs d’entreprise",92048,Meudon,48.813,2.239,46342
94052,COM,1,Y15T64,5,POP,A,2016,2685.20663,Actif occupé,Employés,94052,Nogent-sur-Marne,48.839,2.492,33472
94068,COM,2,Y15T64,6,POP,A,2016,422.78589,Chômeur,Ouvriers,94068,Saint-Maur-des-Fossés,48.803,2.485,75441
91377,COM,2,Y15T64,2,POP,A,2016,50.04736,Chômeur,"Artisans, commerçants et chefs d’entreprise",91377,Massy,48.731,2.271,50962
92044,COM,1,Y15T64,5,POP,A,2016,5221.35619,Actif occupé,Employés,92044,Levallois-Perret,48.893,2.288,68009
95063,COM,2,Y15T64,6,POP,A,2016,578.74681,Chômeur,Ouvriers,95063,Bezons,48.928,2.216,32017
92078,COM,1,Y15T64,4,POP,A,2016,2071.82426,Actif occupé,Professions intermédiaires,92078,Villeneuve-la-Garenne,48.936,2.333,25371
94046,COM,2,Y15T64,2,POP,A,2016,92.00283,Chômeur,"Artisans, commerçants et chefs d’entreprise",94046,Maisons-Alfort,48.801,2.431,58068
95500,COM,2,Y15T64,5,POP,A,2016,602.01252,Chômeur,Employés,95500,Pontoise,49.051,2.101,31327
92020,COM,1,Y15T64,2,POP,A,2016,819.8429,Actif occupé,"Artisans, commerçants et chefs d’entreprise",92020,Châtillon,48.8,2.29,36777
97414,COM,2,Y15T64,4,POP,A,2016,719.68652,Chômeur,Professions intermédiaires,97414,Saint-Louis,-21.287,55.409,53935
93027,COM,1,Y15T64,1,POP,A,2016,7.9513,Actif occupé,Agriculteurs,93027,La Courneuve,48.927,2.39,47160
94028,COM,2,Y15T64,5,POP,A,2016,2408.70317,Chômeur,Employés,94028,Créteil,48.778,2.453,92989
97412,COM,1,Y15T64,2,POP,A,2016,631.76931,Actif occupé,"Artisans, commerçants et chefs d’entreprise",97412,Saint-Joseph,-21.379,55.619,38807
94067,COM,1,Y15T64,5,POP,A,2016,1746.3659,Actif occupé,Employés,94067,Saint-Mandé,48.843,2.419,21195
97118,COM,1,Y15T64,2,POP,A,2016,993.51284,Actif occupé,"Artisans, commerçants et chefs d’entreprise",97118,Petit-Bourg,16.192,-61.59,24272
91286,COM,2,Y15T64,6,POP,A,2016,780.8649,Chômeur,Ouvriers,91286,Grigny,48.656,2.385,27257
92019,COM,2,Y15T64,6,POP,A,2016,334.67497,Chômeur,Ouvriers,92019,Châtenay-Malabry,48.767,2.278,34898
91521,COM,1,Y15T64,3,POP,A,2016,1680.92908,Actif occupé,Cadres et professions intellectuelles supérieures,91521,Ris-Orangis,48.654,2.416,29825
92040,COM,2,Y15T64,6,POP,A,2016,396.97187,Chômeur,Ouvriers,92040,Issy-les-Moulineaux,48.824,2.274,68580
93072,COM,2,Y15T64,5,POP,A,2016,1324.69367,Chômeur,Employés,93072,Stains,48.955,2.382,40359
97213,COM,2,Y15T64,2,POP,A,2016,104.8273,Chômeur,"Artisans, commerçants et chefs d’entreprise",97213,Le Lamentin,14.615,-61.004,39641
97209,COM,2,Y15T64,6,POP,A,2016,2324.64206,Chômeur,Ouvriers,97209,Fort-de-France,14.607,-61.07,74921
95572,COM,1,Y15T64,6,POP,A,2016,2003.2586,Actif occupé,Ouvriers,95572,Saint-Ouen-l'Aumône,49.044,2.106,25023
92036,COM,2,Y15T64,5,POP,A,2016,1589.13873,Chômeur,Employés,92036,Gennevilliers,48.926,2.293,49410
94073,COM,1,Y15T64,2,POP,A,2016,629.28227,Actif occupé,"Artisans, commerçants et chefs d’entreprise",94073,Thiais,48.764,2.391,31097
94022,COM,1,Y15T64,3,POP,A,2016,3914.21924,Actif occupé,Cadres et professions intellectuelles supérieures,94022,Choisy-le-Roi,48.762,2.41,46129
93046,COM,1,Y15T64,6,POP,A,2016,3329.70032,Actif occupé,Ouvriers,93046,Livry-Gargan,48.919,2.536,46028
94017,COM,1,Y15T64,6,POP,A,2016,5629.93677,Actif occupé,Ouvriers,94017,Champigny-sur-Marne,48.813,2.511,77724
94046,COM,2,Y15T64,5,POP,A,2016,929.46597,Chômeur,Employés,94046,Maisons-Alfort,48.801,2.431,58068
94018,COM,1,Y15T64,2,POP,A,2016,748.48573,Actif occupé,"Artisans, commerçants et chefs d’entreprise",94018,Charenton-le-Pont,48.82,2.416,29445
97415,COM,2,Y15T64,5,POP,A,2016,4614.15648,Chômeur,Employés,97415,Saint-Paul,-21.01,55.27,105240
95555,COM,1,Y15T64,6,POP,A,2016,1136.30152,Actif occupé,Ouvriers,95555,Saint-Gratien,48.971,2.283,20866
94002,COM,1,Y15T64,3,POP,A,2016,5156.38233,Actif occupé,Cadres et professions intellectuelles supérieures,94002,Alfortville,48.805,2.42,45046
93064,COM,1,Y15T64,6,POP,A,2016,3042.53954,Actif occupé,Ouvriers,93064,Rosny-sous-Bois,48.872,2.488,45655
94046,COM,2,Y15T64,4,POP,A,2016,810.08119,Chômeur,Professions intermédiaires,94046,Maisons-Alfort,48.801,2.431,58068
93072,COM,1,Y15T64,3,POP,A,2016,689.78318,Actif occupé,Cadres et professions intellectuelles supérieures,93072,Stains,48.955,2.382,40359
93010,COM,2,Y15T64,5,POP,A,2016,1965.03715,Chômeur,Employés,93010,Bondy,48.902,2.481,52905
97422,COM,1,Y15T64,1,POP,A,2016,947.01177,Actif occupé,Agriculteurs,97422,Le Tampon,-21.278,55.515,81943
95219,COM,1,Y15T64,6,POP,A,2016,1623.78891,Actif occupé,Ouvriers,95219,Ermont,48.992,2.259,28987
97411,COM,2,Y15T64,6,POP,A,2016,5095.04622,Chômeur,Ouvriers,97411,Saint-Denis,-20.879,55.448,154765
92073,COM,1,Y15T64,4,POP,A,2016,5381.04503,Actif occupé,Professions intermédiaires,92073,Suresnes,48.871,2.225,49104
91589,COM,1,Y15T64,3,POP,A,2016,3982.36958,Actif occupé,Cadres et professions intellectuelles supérieures,91589,Savigny-sur-Orge,48.68,2.346,37371
95424,COM,2,Y15T64,4,POP,A,2016,225.66795,Chômeur,Professions intermédiaires,95424,Montigny-lès-Cormeilles,48.988,2.188,22603
93050,COM,1,Y15T64,4,POP,A,2016,4169.88234,Actif occupé,Professions intermédiaires,93050,Neuilly-sur-Marne,48.857,2.528,37531
95277,COM,1,Y15T64,5,POP,A,2016,3965.74514,Actif occupé,Employés,95277,Gonesse,48.986,2.45,25963
94043,COM,2,Y15T64,4,POP,A,2016,397.64583,Chômeur,Professions intermédiaires,94043,Le Kremlin-Bicêtre,48.812,2.357,24380
97103,COM,1,Y15T64,1,POP,A,2016,40.96532,Actif occupé,Agriculteurs,97103,Baie-Mahault,16.268,-61.587,30909
97222,COM,2,Y15T64,2,POP,A,2016,67.46306,Chômeur,"Artisans, commerçants et chefs d’entreprise",97222,Le Robert,14.678,-60.939,21305
95280,COM,1,Y15T64,3,POP,A,2016,742.27727,Actif occupé,Cadres et professions intellectuelles supérieures,95280,Goussainville,49.032,2.473,30693
94073,COM,1,Y15T64,6,POP,A,2016,1891.01132,Actif occupé,Ouvriers,94073,Thiais,48.764,2.391,31097
97307,COM,2,Y15T64,5,POP,A,2016,1154.46742,Chômeur,Employés,97307,Matoury,4.85,-52.331,34810
91687,COM,2,Y15T64,4,POP,A,2016,402.32147,Chômeur,Professions intermédiaires,91687,Viry-Châtillon,48.671,2.375,31045
92073,COM,2,Y15T64,4,POP,A,2016,713.5508,Chômeur,Professions intermédiaires,92073,Suresnes,48.871,2.225,49104
95280,COM,2,Y15T64,2,POP,A,2016,66.59638,Chômeur,"Artisans, commerçants et chefs d’entreprise",95280,Goussainville,49.032,2.473,30693
94054,COM,2,Y15T64,6,POP,A,2016,502.07146,Chômeur,Ouvriers,94054,Orly,48.743,2.401,24482
93072,COM,1,Y15T64,5,POP,A,2016,5773.47404,Actif occupé,Employés,93072,Stains,48.955,2.382,40359
97412,COM,1,Y15T64,1,POP,A,2016,486.65477,Actif occupé,Agriculteurs,97412,Saint-Joseph,-21.379,55.619,38807
97422,COM,2,Y15T64,3,POP,A,2016,133.09399,Chômeur,Cadres et professions intellectuelles supérieures,97422,Le Tampon,-21.278,55.515,81943
97309,COM,2,Y15T64,2,POP,A,2016,99.74136,Chômeur,"Artisans, commerçants et chefs d’entreprise",97309,Remire-Montjoly,4.905,-52.276,27274
94076,COM,1,Y15T64,4,POP,A,2016,6360.37102,Actif occupé,Professions intermédiaires,94076,Villejuif,48.792,2.363,57753
97410,COM,1,Y15T64,2,POP,A,2016,609.16702,Actif occupé,"Artisans, commerçants et chefs d’entreprise",97410,Saint-Benoît,-21.034,55.713,37023
95424,COM,2,Y15T64,2,POP,A,2016,44.82563,Chômeur,"Artisans, commerçants et chefs d’entreprise",95424,Montigny-lès-Cormeilles,48.988,2.188,22603
93047,COM,2,Y15T64,2,POP,A,2016,81.24108,Chômeur,"Artisans, commerçants et chefs d’entreprise",93047,Montfermeil,48.902,2.571,27980
93045,COM,2,Y15T64,4,POP,A,2016,423.92062,Chômeur,Professions intermédiaires,93045,Les Lilas,48.879,2.416,23469
93027,COM,2,Y15T64,3,POP,A,2016,154.64095,Chômeur,Cadres et professions intellectuelles supérieures,93027,La Courneuve,48.927,2.39,47160
94071,COM,1,Y15T64,4,POP,A,2016,2990.132,Actif occupé,Professions intermédiaires,94071,Sucy-en-Brie,48.771,2.524,27622
97117,COM,2,Y15T64,2,POP,A,2016,142.53505,Chômeur,"Artisans, commerçants et chefs d’entreprise",97117,Le Moule,16.331,-61.344,22645
92060,COM,2,Y15T64,6,POP,A,2016,208.93558,Chômeur,Ouvriers,92060,Le Plessis-Robinson,48.782,2.262,29228
91114,COM,1,Y15T64,3,POP,A,2016,3224.60838,Actif occupé,Cadres et professions intellectuelles supérieures,91114,Brunoy,48.698,2.504,25423
92026,COM,2,Y15T64,5,POP,A,2016,1119.29563,Chômeur,Employés,92026,Courbevoie,48.895,2.255,81516
94038,COM,1,Y15T64,6,POP,A,2016,1692.75422,Actif occupé,Ouvriers,94038,L'Haÿ-les-Roses,48.779,2.338,31392
92044,COM,1,Y15T64,4,POP,A,2016,7390.66303,Actif occupé,Professions intermédiaires,92044,Levallois-Perret,48.893,2.288,68009
97118,COM,1,Y15T64,1,POP,A,2016,102.38448,Actif occupé,Agriculteurs,97118,Petit-Bourg,16.192,-61.59,24272
93008,COM,2,Y15T64,2,POP,A,2016,114.21458,Chômeur,"Artisans, commerçants et chefs d’entreprise",93008,Bobigny,48.906,2.445,55056
95555,COM,2,Y15T64,2,POP,A,2016,37.71861,Chômeur,"Artisans, commerçants et chefs d’entreprise",95555,Saint-Gratien,48.971,2.283,20866
94016,COM,2,Y15T64,5,POP,A,2016,587.3123,Chômeur,Employés,94016,Cachan,48.795,2.334,30592
91103,COM,1,Y15T64,5,POP,A,2016,3322.9375,Actif occupé,Employés,91103,Brétigny-sur-Orge,48.612,2.306,27106
91174,COM,1,Y15T64,5,POP,A,2016,6557.74343,Actif occupé,Employés,91174,Corbeil-Essonnes,48.614,2.482,52683
92007,COM,1,Y15T64,4,POP,A,2016,4499.76534,Actif occupé,Professions intermédiaires,92007,Bagneux,48.799,2.304,43699
91477,COM,2,Y15T64,3,POP,A,2016,252.82453,Chômeur,Cadres et professions intellectuelles supérieures,91477,Palaiseau,48.715,2.246,34893
93031,COM,1,Y15T64,4,POP,A,2016,4248.52953,Actif occupé,Professions intermédiaires,93031,Épinay-sur-Seine,48.952,2.313,53489
97413,COM,2,Y15T64,1,POP,A,2016,24.98992,Chômeur,Agriculteurs,97413,Saint-Leu,-21.166,55.287,34893
93071,COM,2,Y15T64,2,POP,A,2016,106.81706,Chômeur,"Artisans, commerçants et chefs d’entreprise",93071,Sevran,48.94,2.526,51845
97117,COM,1,Y15T64,2,POP,A,2016,812.3484,Actif occupé,"Artisans, commerçants et chefs d’entreprise",97117,Le Moule,16.331,-61.344,22645
92014,COM,1,Y15T64,4,POP,A,2016,2079.3464,Actif occupé,Professions intermédiaires,92014,Bourg-la-Reine,48.779,2.316,20810
97304,COM,1,Y15T64,4,POP,A,2016,2114.12361,Actif occupé,Professions intermédiaires,97304,Kourou,5.158,-52.643,24612
97103,COM,2,Y15T64,5,POP,A,2016,1050.30956,Chômeur,Employés,97103,Baie-Mahault,16.268,-61.587,30909
97422,COM,1,Y15T64,5,POP,A,2016,7949.70682,Actif occupé,Employés,97422,Le Tampon,-21.278,55.515,81943
94044,COM,2,Y15T64,2,POP,A,2016,66.69761,Chômeur,"Artisans, commerçants et chefs d’entreprise",94044,Limeil-Brévannes,48.749,2.48,27999
94067,COM,1,Y15T64,6,POP,A,2016,429.71585,Actif occupé,Ouvriers,94067,Saint-Mandé,48.843,2.419,21195
94077,COM,1,Y15T64,2,POP,A,2016,534.46892,Actif occupé,"Artisans, commerçants et chefs d’entreprise",94077,Villeneuve-le-Roi,48.735,2.408,21129
92044,COM,2,Y15T64,5,POP,A,2016,925.26175,Chômeur,Employés,92044,Levallois-Perret,48.893,2.288,68009
93063,COM,2,Y15T64,5,POP,A,2016,911.3307,Chômeur,Employés,93063,Romainville,48.886,2.435,33266
93007,COM,2,Y15T64,4,POP,A,2016,797.21206,Chômeur,Professions intermédiaires,93007,Le Blanc-Mesnil,48.939,2.464,58257
02408,COM,1,Y15T64,1,POP,A,2016,12.41935,Actif occupé,Agriculteurs,02408,Laon,49.565,3.621,24021
92012,COM,1,Y15T64,5,POP,A,2016,9500.07916,Actif occupé,Employés,92012,Boulogne-Billancourt,48.836,2.241,119808
92007,COM,1,Y15T64,2,POP,A,2016,530.97051,Actif occupé,"Artisans, commerçants et chefs d’entreprise",92007,Bagneux,48.799,2.304,43699
91691,COM,2,Y15T64,3,POP,A,2016,114.4382,Chômeur,Cadres et professions intellectuelles supérieures,91691,Yerres,48.717,2.488,28699
92049,COM,2,Y15T64,3,POP,A,2016,512.41252,Chômeur,Cadres et professions intellectuelles supérieures,92049,Montrouge,48.819,2.32,47657
92060,COM,1,Y15T64,6,POP,A,2016,1044.96564,Actif occupé,Ouvriers,92060,Le Plessis-Robinson,48.782,2.262,29228
93073,COM,2,Y15T64,4,POP,A,2016,480.02123,Chômeur,Professions intermédiaires,93073,Tremblay-en-France,48.951,2.571,37271
97101,COM,1,Y15T64,4,POP,A,2016,4120.02385,Actif occupé,Professions intermédiaires,97101,Les Abymes,16.271,-61.505,52118
95555,COM,2,Y15T64,3,POP,A,2016,103.07202,Chômeur,Cadres et professions intellectuelles supérieures,95555,Saint-Gratien,48.971,2.283,20866
97413,COM,1,Y15T64,3,POP,A,2016,1268.47864,Actif occupé,Cadres et professions intellectuelles supérieures,97413,Saint-Leu,-21.166,55.287,34893
92072,COM,2,Y15T64,2,POP,A,2016,37.78744,Chômeur,"Artisans, commerçants et chefs d’entreprise",92072,Sèvres,48.825,2.213,22618
93078,COM,1,Y15T64,3,POP,A,2016,1421.6136,Actif occupé,Cadres et professions intellectuelles supérieures,93078,Villepinte,48.964,2.534,38725
93053,COM,2,Y15T64,4,POP,A,2016,483.36543,Chômeur,Professions intermédiaires,93053,Noisy-le-Sec,48.89,2.452,46094
92036,COM,2,Y15T64,3,POP,A,2016,215.43269,Chômeur,Cadres et professions intellectuelles supérieures,92036,Gennevilliers,48.926,2.293,49410
91687,COM,2,Y15T64,2,POP,A,2016,49.1594,Chômeur,"Artisans, commerçants et chefs d’entreprise",91687,Viry-Châtillon,48.671,2.375,31045
91223,COM,1,Y15T64,5,POP,A,2016,3596.98489,Actif occupé,Employés,91223,Étampes,48.435,2.161,26529
91345,COM,2,Y15T64,6,POP,A,2016,375.5762,Chômeur,Ouvriers,91345,Longjumeau,48.694,2.296,20620
92020,COM,2,Y15T64,5,POP,A,2016,555.74727,Chômeur,Employés,92020,Châtillon,48.8,2.29,36777
91201,COM,2,Y15T64,3,POP,A,2016,137.88245,Chômeur,Cadres et professions intellectuelles supérieures,91201,Draveil,48.682,2.405,29173
92051,COM,2,Y15T64,5,POP,A,2016,503.21747,Chômeur,Employés,92051,Neuilly-sur-Seine,48.885,2.27,59267
89024,COM,1,Y15T64,2,POP,A,2016,611.58324,Actif occupé,"Artisans, commerçants et chefs d’entreprise",89024,Auxerre,47.796,3.57,34778
92050,COM,2,Y15T64,6,POP,A,2016,1543.37799,Chômeur,Ouvriers,92050,Nanterre,48.892,2.207,97351
92064,COM,1,Y15T64,5,POP,A,2016,2235.18889,Actif occupé,Employés,92064,Saint-Cloud,48.844,2.219,29727
94080,COM,2,Y15T64,2,POP,A,2016,99.33718,Chômeur,"Artisans, commerçants et chefs d’entreprise",94080,Vincennes,48.848,2.44,48798
93027,COM,2,Y15T64,6,POP,A,2016,1430.75215,Chômeur,Ouvriers,93027,La Courneuve,48.927,2.39,47160
97415,COM,2,Y15T64,3,POP,A,2016,255.22458,Chômeur,Cadres et professions intellectuelles supérieures,97415,Saint-Paul,-21.01,55.27,105240
97311,COM,2,Y15T64,6,POP,A,2016,816.94252,Chômeur,Ouvriers,97311,Saint-Laurent-du-Maroni,5.504,-54.029,50250
97410,COM,2,Y15T64,6,POP,A,2016,1742.37055,Chômeur,Ouvriers,97410,Saint-Benoît,-21.034,55.713,37023
97408,COM,2,Y15T64,4,POP,A,2016,494.40344,Chômeur,Professions intermédiaires,97408,La Possession,-20.926,55.336,35245
92023,COM,1,Y15T64,3,POP,A,2016,8465.5774,Actif occupé,Cadres et professions intellectuelles supérieures,92023,Clamart,48.801,2.263,54491
95268,COM,2,Y15T64,2,POP,A,2016,113.31888,Chômeur,"Artisans, commerçants et chefs d’entreprise",95268,Garges-lès-Gonesse,48.972,2.401,42841
93008,COM,1,Y15T64,3,POP,A,2016,1506.85295,Actif occupé,Cadres et professions intellectuelles supérieures,93008,Bobigny,48.906,2.445,55056
95500,COM,1,Y15T64,2,POP,A,2016,509.99347,Actif occupé,"Artisans, commerçants et chefs d’entreprise",95500,Pontoise,49.051,2.101,31327
97302,COM,1,Y15T64,3,POP,A,2016,2344.06649,Actif occupé,Cadres et professions intellectuelles supérieures,97302,Cayenne,4.938,-52.335,63468
97311,COM,2,Y15T64,3,POP,A,2016,45.57119,Chômeur,Cadres et professions intellectuelles supérieures,97311,Saint-Laurent-du-Maroni,5.504,-54.029,50250
92024,COM,2,Y15T64,2,POP,A,2016,204.89339,Chômeur,"Artisans, commerçants et chefs d’entreprise",92024,Clichy,48.903,2.305,64849
92032,COM,2,Y15T64,4,POP,A,2016,301.02986,Chômeur,Professions intermédiaires,92032,Fontenay-aux-Roses,48.791,2.286,24772
91589,COM,2,Y15T64,6,POP,A,2016,454.54757,Chômeur,Ouvriers,91589,Savigny-sur-Orge,48.68,2.346,37371
92020,COM,2,Y15T64,4,POP,A,2016,568.81742,Chômeur,Professions intermédiaires,92020,Châtillon,48.8,2.29,36777
91103,COM,1,Y15T64,1,POP,A,2016,9.00049,Actif occupé,Agriculteurs,91103,Brétigny-sur-Orge,48.612,2.306,27106
97415,COM,1,Y15T64,4,POP,A,2016,8873.68515,Actif occupé,Professions intermédiaires,97415,Saint-Paul,-21.01,55.27,105240
93057,COM,2,Y15T64,5,POP,A,2016,557.78624,Chômeur,Employés,93057,Les Pavillons-sous-Bois,48.903,2.507,24165
94042,COM,1,Y15T64,4,POP,A,2016,2400.05714,Actif occupé,Professions intermédiaires,94042,Joinville-le-Pont,48.818,2.467,20413
97414,COM,2,Y15T64,2,POP,A,2016,172.4533,Chômeur,"Artisans, commerçants et chefs d’entreprise",97414,Saint-Louis,-21.287,55.409,53935
97412,COM,2,Y15T64,5,POP,A,2016,2667.24879,Chômeur,Employés,97412,Saint-Joseph,-21.379,55.619,38807
94034,COM,1,Y15T64,5,POP,A,2016,3654.24254,Actif occupé,Employés,94034,Fresnes,48.755,2.322,28780
95582,COM,2,Y15T64,5,POP,A,2016,648.22051,Chômeur,Employés,95582,Sannois,48.972,2.256,26768
93046,COM,1,Y15T64,5,POP,A,2016,5907.29643,Actif occupé,Employés,93046,Livry-Gargan,48.919,2.536,46028
97418,COM,2,Y15T64,6,POP,A,2016,1475.86401,Chômeur,Ouvriers,97418,Sainte-Marie,-20.897,55.549,34344
93048,COM,1,Y15T64,4,POP,A,2016,12603.43929,Actif occupé,Professions intermédiaires,93048,Montreuil,48.862,2.441,111455
93078,COM,2,Y15T64,3,POP,A,2016,94.9379,Chômeur,Cadres et professions intellectuelles supérieures,93078,Villepinte,48.964,2.534,38725
91477,COM,2,Y15T64,4,POP,A,2016,364.66827,Chômeur,Professions intermédiaires,91477,Palaiseau,48.715,2.246,34893
91345,COM,1,Y15T64,4,POP,A,2016,2718.47715,Actif occupé,Professions intermédiaires,91345,Longjumeau,48.694,2.296,20620
91286,COM,2,Y15T64,4,POP,A,2016,361.80869,Chômeur,Professions intermédiaires,91286,Grigny,48.656,2.385,27257
94038,COM,1,Y15T64,2,POP,A,2016,540.57057,Actif occupé,"Artisans, commerçants et chefs d’entreprise",94038,L'Haÿ-les-Roses,48.779,2.338,31392
94034,COM,2,Y15T64,2,POP,A,2016,37.87335,Chômeur,"Artisans, commerçants et chefs d’entreprise",94034,Fresnes,48.755,2.322,28780
93063,COM,1,Y15T64,6,POP,A,2016,1799.34887,Actif occupé,Ouvriers,93063,Romainville,48.886,2.435,33266
94078,COM,2,Y15T64,5,POP,A,2016,1074.87739,Chômeur,Employés,94078,Villeneuve-Saint-Georges,48.731,2.448,35492
94021,COM,2,Y15T64,2,POP,A,2016,23.88952,Chômeur,"Artisans, commerçants et chefs d’entreprise",94021,Chevilly-Larue,48.771,2.347,20326
93031,COM,1,Y15T64,5,POP,A,2016,7953.05975,Actif occupé,Employés,93031,Épinay-sur-Seine,48.952,2.313,53489
