GEO,GEO_OBJECT,EMPSTA_ENQ,AGE,PCS,RP_MEASURE,FREQ,TIME_PERIOD,OBS_VALUE,LIB_EMPSTA,LIB_PCS,code_insee,nom_commune,latitude,longitude,population
62193,COM,2,Y15T64,1,POP,A,2011,6.22167,Chômeur,Agriculteurs,62193,Calais,50.953,1.855,67380
62510,COM,2,Y15T64,1,POP,A,2011,3.25845,Chômeur,Agriculteurs,62510,Liévin,50.421,2.785,30149
62160,COM,1,Y15T64,2,POP,A,2011,670.14174,Actif occupé,"Artisans, commerçants et chefs d’entreprise",62160,Boulogne-sur-Mer,50.725,1.613,40910
62510,COM,1,Y15T64,1,POP,A,2011,9.93103,Actif occupé,Agriculteurs,62510,Liévin,50.421,2.785,30149
63124,COM,1,Y15T64,3,POP,A,2011,1094.94428,Actif occupé,Cadres et professions intellectuelles supérieures,63124,Cournon-d'Auvergne,45.742,3.199,20193
60463,COM,2,Y15T64,3,POP,A,2011,38.19652,Chômeur,Cadres et professions intellectuelles supérieures,60463,Nogent-sur-Oise,49.275,2.467,21382
62427,COM,1,Y15T64,5,POP,A,2011,3143.37549,Actif occupé,Employés,62427,Hénin-Beaumont,50.419,2.947,26035
62510,COM,1,Y15T64,6,POP,A,2011,3393.60563,Actif occupé,Ouvriers,62510,Liévin,50.421,2.785,30149
61001,COM,2,Y15T64,3,POP,A,2011,43.83437,Chômeur,Cadres et professions intellectuelles supérieures,61001,Alençon,48.43,0.082,25555
62178,COM,2,Y15T64,2,POP,A,2011,50.03902,Chômeur,"Artisans, commerçants et chefs d’entreprise",62178,Bruay-la-Buissière,50.482,2.546,21827
61001,COM,2,Y15T64,4,POP,A,2011,273.5334,Chômeur,Professions intermédiaires,61001,Alençon,48.43,0.082,25555
62427,COM,1,Y15T64,3,POP,A,2011,867.76065,Actif occupé,Cadres et professions intellectuelles supérieures,62427,Hénin-Beaumont,50.419,2.947,26035
62510,COM,2,Y15T64,3,POP,A,2011,22.43144,Chômeur,Cadres et professions intellectuelles supérieures,62510,Liévin,50.421,2.785,30149
62160,COM,2,Y15T64,6,POP,A,2011,1647.78322,Chômeur,Ouvriers,62160,Boulogne-sur-Mer,50.725,1.613,40910
63124,COM,1,Y15T64,5,POP,A,2011,2426.33791,Actif occupé,Employés,63124,Cournon-d'Auvergne,45.742,3.199,20193
62178,COM,1,Y15T64,5,POP,A,2011,2572.75774,Actif occupé,Employés,62178,Bruay-la-Buissière,50.482,2.546,21827
60463,COM,1,Y15T64,5,POP,A,2011,2328.00489,Actif occupé,Employés,60463,Nogent-sur-Oise,49.275,2.467,21382
62498,COM,1,Y15T64,2,POP,A,2011,442.80373,Actif occupé,"Artisans, commerçants et chefs d’entreprise",62498,Lens,50.429,2.832,32618
60463,COM,1,Y15T64,6,POP,A,2011,1916.82148,Actif occupé,Ouvriers,60463,Nogent-sur-Oise,49.275,2.467,21382
63124,COM,2,Y15T64,1,POP,A,2011,3.68277,Chômeur,Agriculteurs,63124,Cournon-d'Auvergne,45.742,3.199,20193
62193,COM,1,Y15T64,4,POP,A,2011,5411.04717,Actif occupé,Professions intermédiaires,62193,Calais,50.953,1.855,67380
62041,COM,2,Y15T64,4,POP,A,2011,492.01795,Chômeur,Professions intermédiaires,62041,Arras,50.293,2.779,42600
62160,COM,2,Y15T64,5,POP,A,2011,1322.7775,Chômeur,Employés,62160,Boulogne-sur-Mer,50.725,1.613,40910
61001,COM,2,Y15T64,5,POP,A,2011,720.88029,Chômeur,Employés,61001,Alençon,48.43,0.082,25555
62119,COM,2,Y15T64,3,POP,A,2011,44.36615,Chômeur,Cadres et professions intellectuelles supérieures,62119,Béthune,50.531,2.639,24992
62041,COM,1,Y15T64,2,POP,A,2011,638.46342,Actif occupé,"Artisans, commerçants et chefs d’entreprise",62041,Arras,50.293,2.779,42600
61001,COM,1,Y15T64,1,POP,A,2011,9.36917,Actif occupé,Agriculteurs,61001,Alençon,48.43,0.082,25555
63113,COM,1,Y15T64,2,POP,A,2011,2210.67463,Actif occupé,"Artisans, commerçants et chefs d’entreprise",63113,Clermont-Ferrand,45.78,3.086,147327
63124,COM,2,Y15T64,4,POP,A,2011,165.13393,Chômeur,Professions intermédiaires,63124,Cournon-d'Auvergne,45.742,3.199,20193
63113,COM,2,Y15T64,4,POP,A,2011,1546.54049,Chômeur,Professions intermédiaires,63113,Clermont-Ferrand,45.78,3.086,147327
62510,COM,2,Y15T64,4,POP,A,2011,291.64086,Chômeur,Professions intermédiaires,62510,Liévin,50.421,2.785,30149
62498,COM,2,Y15T64,4,POP,A,2011,302.12797,Chômeur,Professions intermédiaires,62498,Lens,50.429,2.832,32618
61001,COM,1,Y15T64,3,POP,A,2011,1236.74745,Actif occupé,Cadres et professions intellectuelles supérieures,61001,Alençon,48.43,0.082,25555
62041,COM,2,Y15T64,6,POP,A,2011,1265.9206,Chômeur,Ouvriers,62041,Arras,50.293,2.779,42600
62193,COM,1,Y15T64,6,POP,A,2011,6514.70667,Actif occupé,Ouvriers,62193,Calais,50.953,1.855,67380
62193,COM,2,Y15T64,5,POP,A,2011,2742.98992,Chômeur,Employés,62193,Calais,50.953,1.855,67380
61001,COM,1,Y15T64,2,POP,A,2011,414.05915,Actif occupé,"Artisans, commerçants et chefs d’entreprise",61001,Alençon,48.43,0.082,25555
61001,COM,1,Y15T64,6,POP,A,2011,2344.5057,Actif occupé,Ouvriers,61001,Alençon,48.43,0.082,25555
60463,COM,2,Y15T64,2,POP,A,2011,9.1251,Chômeur,"Artisans, commerçants et chefs d’entreprise",60463,Nogent-sur-Oise,49.275,2.467,21382
63113,COM,1,Y15T64,5,POP,A,2011,17238.51318,Actif occupé,Employés,63113,Clermont-Ferrand,45.78,3.086,147327
63113,COM,2,Y15T64,5,POP,A,2011,3648.92563,Chômeur,Employés,63113,Clermont-Ferrand,45.78,3.086,147327
63113,COM,2,Y15T64,2,POP,A,2011,352.29866,Chômeur,"Artisans, commerçants et chefs d’entreprise",63113,Clermont-Ferrand,45.78,3.086,147327
62178,COM,2,Y15T64,4,POP,A,2011,151.70837,Chômeur,Professions intermédiaires,62178,Bruay-la-Buissière,50.482,2.546,21827
62119,COM,2,Y15T64,6,POP,A,2011,723.05095,Chômeur,Ouvriers,62119,Béthune,50.531,2.639,24992
62178,COM,1,Y15T64,4,POP,A,2011,1472.16804,Actif occupé,Professions intermédiaires,62178,Bruay-la-Buissière,50.482,2.546,21827
61001,COM,2,Y15T64,6,POP,A,2011,833.73779,Chômeur,Ouvriers,61001,Alençon,48.43,0.082,25555
62160,COM,2,Y15T64,2,POP,A,2011,81.64176,Chômeur,"Artisans, commerçants et chefs d’entreprise",62160,Boulogne-sur-Mer,50.725,1.613,40910
61001,COM,2,Y15T64,2,POP,A,2011,59.29356,Chômeur,"Artisans, commerçants et chefs d’entreprise",61001,Alençon,48.43,0.082,25555
61001,COM,1,Y15T64,4,POP,A,2011,2381.84927,Actif occupé,Professions intermédiaires,61001,Alençon,48.43,0.082,25555
62498,COM,1,Y15T64,4,POP,A,2011,2260.77181,Actif occupé,Professions intermédiaires,62498,Lens,50.429,2.832,32618
62041,COM,2,Y15T64,5,POP,A,2011,1387.15996,Chômeur,Employés,62041,Arras,50.293,2.779,42600
62119,COM,1,Y15T64,6,POP,A,2011,1877.81957,Actif occupé,Ouvriers,62119,Béthune,50.531,2.639,24992
62498,COM,1,Y15T64,3,POP,A,2011,1046.47449,Actif occupé,Cadres et professions intellectuelles supérieures,62498,Lens,50.429,2.832,32618
61001,COM,2,Y15T64,1,POP,A,2011,3.67482,Chômeur,Agriculteurs,61001,Alençon,48.43,0.082,25555
63113,COM,1,Y15T64,4,POP,A,2011,14039.00575,Actif occupé,Professions intermédiaires,63113,Clermont-Ferrand,45.78,3.086,147327
62498,COM,2,Y15T64,5,POP,A,2011,1045.3894,Chômeur,Employés,62498,Lens,50.429,2.832,32618
63124,COM,2,Y15T64,3,POP,A,2011,40.01459,Chômeur,Cadres et professions intellectuelles supérieures,63124,Cournon-d'Auvergne,45.742,3.199,20193
62041,COM,1,Y15T64,4,POP,A,2011,4148.27298,Actif occupé,Professions intermédiaires,62041,Arras,50.293,2.779,42600
62119,COM,2,Y15T64,4,POP,A,2011,217.61186,Chômeur,Professions intermédiaires,62119,Béthune,50.531,2.639,24992
62193,COM,2,Y15T64,2,POP,A,2011,144.22833,Chômeur,"Artisans, commerçants et chefs d’entreprise",62193,Calais,50.953,1.855,67380
62041,COM,1,Y15T64,5,POP,A,2011,4741.05784,Actif occupé,Employés,62041,Arras,50.293,2.779,42600
62041,COM,1,Y15T64,3,POP,A,2011,3074.75063,Actif occupé,Cadres et professions intellectuelles supérieures,62041,Arras,50.293,2.779,42600
62041,COM,2,Y15T64,2,POP,A,2011,94.83511,Chômeur,"Artisans, commerçants et chefs d’entreprise",62041,Arras,50.293,2.779,42600
61001,COM,1,Y15T64,5,POP,A,2011,2746.73701,Actif occupé,Employés,61001,Alençon,48.43,0.082,25555
63113,COM,2,Y15T64,3,POP,A,2011,576.48495,Chômeur,Cadres et professions intellectuelles supérieures,63113,Clermont-Ferrand,45.78,3.086,147327
63124,COM,2,Y15T64,2,POP,A,2011,27.67479,Chômeur,"Artisans, commerçants et chefs d’entreprise",63124,Cournon-d'Auvergne,45.742,3.199,20193
62193,COM,1,Y15T64,5,POP,A,2011,8668.75567,Actif occupé,Employés,62193,Calais,50.953,1.855,67380
62041,COM,1,Y15T64,1,POP,A,2011,14.57189,Actif occupé,Agriculteurs,62041,Arras,50.293,2.779,42600
62178,COM,2,Y15T64,1,POP,A,2011,2.9366,Chômeur,Agriculteurs,62178,Bruay-la-Buissière,50.482,2.546,21827
62193,COM,1,Y15T64,3,POP,A,2011,2008.66706,Actif occupé,Cadres et professions intellectuelles supérieures,62193,Calais,50.953,1.855,67380
63113,COM,1,Y15T64,1,POP,A,2011,21.19,Actif occupé,Agriculteurs,63113,Clermont-Ferrand,45.78,3.086,147327
62119,COM,1,Y15T64,4,POP,A,2011,2380.56354,Actif occupé,Professions intermédiaires,62119,Béthune,50.531,2.639,24992
62510,COM,1,Y15T64,5,POP,A,2011,3315.1966,Actif occupé,Employés,62510,Liévin,50.421,2.785,30149
63113,COM,2,Y15T64,6,POP,A,2011,3187.41409,Chômeur,Ouvriers,63113,Clermont-Ferrand,45.78,3.086,147327
62193,COM,2,Y15T64,4,POP,A,2011,668.88226,Chômeur,Professions intermédiaires,62193,Calais,50.953,1.855,67380
63124,COM,1,Y15T64,4,POP,A,2011,2188.62098,Actif occupé,Professions intermédiaires,63124,Cournon-d'Auvergne,45.742,3.199,20193
62427,COM,1,Y15T64,4,POP,A,2011,2423.31203,Actif occupé,Professions intermédiaires,62427,Hénin-Beaumont,50.419,2.947,26035
60463,COM,2,Y15T64,6,POP,A,2011,494.83591,Chômeur,Ouvriers,60463,Nogent-sur-Oise,49.275,2.467,21382
62178,COM,2,Y15T64,5,POP,A,2011,700.06535,Chômeur,Employés,62178,Bruay-la-Buissière,50.482,2.546,21827
62119,COM,2,Y15T64,2,POP,A,2011,59.6228,Chômeur,"Artisans, commerçants et chefs d’entreprise",62119,Béthune,50.531,2.639,24992
62498,COM,1,Y15T64,6,POP,A,2011,3064.36396,Actif occupé,Ouvriers,62498,Lens,50.429,2.832,32618
62193,COM,2,Y15T64,3,POP,A,2011,80.72973,Chômeur,Cadres et professions intellectuelles supérieures,62193,Calais,50.953,1.855,67380
63124,COM,1,Y15T64,2,POP,A,2011,326.25918,Actif occupé,"Artisans, commerçants et chefs d’entreprise",63124,Cournon-d'Auvergne,45.742,3.199,20193
62498,COM,2,Y15T64,1,POP,A,2011,5.79252,Chômeur,Agriculteurs,62498,Lens,50.429,2.832,32618
62119,COM,1,Y15T64,1,POP,A,2011,9.13396,Actif occupé,Agriculteurs,62119,Béthune,50.531,2.639,24992
62498,COM,2,Y15T64,3,POP,A,2011,17.22146,Chômeur,Cadres et professions intellectuelles supérieures,62498,Lens,50.429,2.832,32618
62427,COM,2,Y15T64,3,POP,A,2011,26.49689,Chômeur,Cadres et professions intellectuelles supérieures,62427,Hénin-Beaumont,50.419,2.947,26035
62178,COM,1,Y15T64,6,POP,A,2011,2573.27481,Actif occupé,Ouvriers,62178,Bruay-la-Buissière,50.482,2.546,21827
62160,COM,1,Y15T64,1,POP,A,2011,15.31152,Actif occupé,Agriculteurs,62160,Boulogne-sur-Mer,50.725,1.613,40910
60463,COM,2,Y15T64,5,POP,A,2011,576.52532,Chômeur,Employés,60463,Nogent-sur-Oise,49.275,2.467,21382
24037,COM,1T2,Y15T64,1,POP,A,2022,70.48126,Actif,Agriculteurs,24037,Bergerac,44.85,0.485,26323
25388,COM,1T2,Y15T64,6,POP,A,2022,3139.4594,Actif,Ouvriers,25388,Montbéliard,47.51,6.798,25573
26362,COM,1,Y15T64,2,POP,A,2022,1311.22337,Actif occupé,"Artisans, commerçants et chefs d’entreprise",26362,Valence,44.933,4.892,64483
24322,COM,1T2,Y15T64,3,POP,A,2022,1941.81175,Actif,Cadres et professions intellectuelles supérieures,24322,Périgueux,45.184,0.716,29516
26198,COM,1T2,Y15T64,3,POP,A,2022,2204.36394,Actif,Cadres et professions intellectuelles supérieures,26198,Montélimar,44.557,4.75,40399
26198,COM,1T2,Y15T64,6,POP,A,2022,4327.09491,Actif,Ouvriers,26198,Montélimar,44.557,4.75,40399
25056,COM,1T2,Y15T64,6,POP,A,2022,10253.03106,Actif,Ouvriers,25056,Besançon,47.238,6.024,119198
25388,COM,1,Y15T64,2,POP,A,2022,367.95266,Actif occupé,"Artisans, commerçants et chefs d’entreprise",25388,Montbéliard,47.51,6.798,25573
26281,COM,1T2,Y15T64,4,POP,A,2022,3593.13719,Actif,Professions intermédiaires,26281,Romans-sur-Isère,45.045,5.052,32911
24322,COM,1,Y15T64,4,POP,A,2022,3329.0606,Actif occupé,Professions intermédiaires,24322,Périgueux,45.184,0.716,29516
26362,COM,1T2,Y15T64,2,POP,A,2022,1392.02851,Actif,"Artisans, commerçants et chefs d’entreprise",26362,Valence,44.933,4.892,64483
26281,COM,1T2,Y15T64,1,POP,A,2022,35.55065,Actif,Agriculteurs,26281,Romans-sur-Isère,45.045,5.052,32911
26198,COM,1,Y15T64,1,POP,A,2022,20.12241,Actif occupé,Agriculteurs,26198,Montélimar,44.557,4.75,40399
25388,COM,1T2,Y15T64,3,POP,A,2022,1354.95969,Actif,Cadres et professions intellectuelles supérieures,25388,Montbéliard,47.51,6.798,25573
24322,COM,1T2,Y15T64,4,POP,A,2022,3603.79013,Actif,Professions intermédiaires,24322,Périgueux,45.184,0.716,29516
24322,COM,1T2,Y15T64,1,POP,A,2022,15.90012,Actif,Agriculteurs,24322,Périgueux,45.184,0.716,29516
26281,COM,1,Y15T64,6,POP,A,2022,3330.22611,Actif occupé,Ouvriers,26281,Romans-sur-Isère,45.045,5.052,32911
24037,COM,1T2,Y15T64,6,POP,A,2022,2260.24035,Actif,Ouvriers,24037,Bergerac,44.85,0.485,26323
25388,COM,1T2,Y15T64,5,POP,A,2022,2601.92087,Actif,Employés,25388,Montbéliard,47.51,6.798,25573
24322,COM,1,Y15T64,5,POP,A,2022,3667.71971,Actif occupé,Employés,24322,Périgueux,45.184,0.716,29516
24037,COM,1T2,Y15T64,4,POP,A,2022,2554.85726,Actif,Professions intermédiaires,24037,Bergerac,44.85,0.485,26323
25056,COM,1T2,Y15T64,3,POP,A,2022,11463.87405,Actif,Cadres et professions intellectuelles supérieures,25056,Besançon,47.238,6.024,119198
25388,COM,1,Y15T64,4,POP,A,2022,1789.67189,Actif occupé,Professions intermédiaires,25388,Montbéliard,47.51,6.798,25573
24037,COM,1,Y15T64,4,POP,A,2022,2270.29537,Actif occupé,Professions intermédiaires,24037,Bergerac,44.85,0.485,26323
26362,COM,1,Y15T64,1,POP,A,2022,14.10072,Actif occupé,Agriculteurs,26362,Valence,44.933,4.892,64483
26362,COM,1,Y15T64,5,POP,A,2022,6798.15466,Actif occupé,Employés,26362,Valence,44.933,4.892,64483
24322,COM,1,Y15T64,6,POP,A,2022,2082.90513,Actif occupé,Ouvriers,24322,Périgueux,45.184,0.716,29516
24037,COM,1T2,Y15T64,2,POP,A,2022,739.95408,Actif,"Artisans, commerçants et chefs d’entreprise",24037,Bergerac,44.85,0.485,26323
26362,COM,1,Y15T64,3,POP,A,2022,5127.09809,Actif occupé,Cadres et professions intellectuelles supérieures,26362,Valence,44.933,4.892,64483
25056,COM,1T2,Y15T64,5,POP,A,2022,15263.37496,Actif,Employés,25056,Besançon,47.238,6.024,119198
26281,COM,1,Y15T64,5,POP,A,2022,3269.24184,Actif occupé,Employés,26281,Romans-sur-Isère,45.045,5.052,32911
26362,COM,1T2,Y15T64,4,POP,A,2022,7302.50616,Actif,Professions intermédiaires,26362,Valence,44.933,4.892,64483
25388,COM,1T2,Y15T64,2,POP,A,2022,409.91585,Actif,"Artisans, commerçants et chefs d’entreprise",25388,Montbéliard,47.51,6.798,25573
26198,COM,1,Y15T64,2,POP,A,2022,1056.36054,Actif occupé,"Artisans, commerçants et chefs d’entreprise",26198,Montélimar,44.557,4.75,40399
26362,COM,1,Y15T64,4,POP,A,2022,6650.25557,Actif occupé,Professions intermédiaires,26362,Valence,44.933,4.892,64483
26198,COM,1T2,Y15T64,2,POP,A,2022,1143.09701,Actif,"Artisans, commerçants et chefs d’entreprise",26198,Montélimar,44.557,4.75,40399
25056,COM,1T2,Y15T64,4,POP,A,2022,14197.89434,Actif,Professions intermédiaires,25056,Besançon,47.238,6.024,119198
26198,COM,1,Y15T64,6,POP,A,2022,3516.40256,Actif occupé,Ouvriers,26198,Montélimar,44.557,4.75,40399
25056,COM,1T2,Y15T64,1,POP,A,2022,43.06136,Actif,Agriculteurs,25056,Besançon,47.238,6.024,119198
25056,COM,1,Y15T64,2,POP,A,2022,1915.52405,Actif occupé,"Artisans, commerçants et chefs d’entreprise",25056,Besançon,47.238,6.024,119198
25388,COM,1T2,Y15T64,4,POP,A,2022,2009.94462,Actif,Professions intermédiaires,25388,Montbéliard,47.51,6.798,25573
26198,COM,1,Y15T64,3,POP,A,2022,2112.16059,Actif occupé,Cadres et professions intellectuelles supérieures,26198,Montélimar,44.557,4.75,40399
24037,COM,1,Y15T64,6,POP,A,2022,1715.38211,Actif occupé,Ouvriers,24037,Bergerac,44.85,0.485,26323
25388,COM,1,Y15T64,3,POP,A,2022,1283.22268,Actif occupé,Cadres et professions intellectuelles supérieures,25388,Montbéliard,47.51,6.798,25573
26281,COM,1T2,Y15T64,3,POP,A,2022,1659.13128,Actif,Cadres et professions intellectuelles supérieures,26281,Romans-sur-Isère,45.045,5.052,32911
26362,COM,1T2,Y15T64,5,POP,A,2022,8293.38379,Actif,Employés,26362,Valence,44.933,4.892,64483
24322,COM,1T2,Y15T64,5,POP,A,2022,4420.35449,Actif,Employés,24322,Périgueux,45.184,0.716,29516
26281,COM,1T2,Y15T64,5,POP,A,2022,3955.45771,Actif,Employés,26281,Romans-sur-Isère,45.045,5.052,32911
26198,COM,1T2,Y15T64,5,POP,A,2022,4936.99759,Actif,Employés,26198,Montélimar,44.557,4.75,40399
26281,COM,1T2,Y15T64,6,POP,A,2022,4078.25828,Actif,Ouvriers,26281,Romans-sur-Isère,45.045,5.052,32911
26281,COM,1,Y15T64,3,POP,A,2022,1570.65604,Actif occupé,Cadres et professions intellectuelles supérieures,26281,Romans-sur-Isère,45.045,5.052,32911
25056,COM,1,Y15T64,3,POP,A,2022,11024.72292,Actif occupé,Cadres et professions intellectuelles supérieures,25056,Besançon,47.238,6.024,119198
24322,COM,1,Y15T64,2,POP,A,2022,801.72927,Actif occupé,"Artisans, commerçants et chefs d’entreprise",24322,Périgueux,45.184,0.716,29516
25056,COM,1,Y15T64,6,POP,A,2022,7940.41661,Actif occupé,Ouvriers,25056,Besançon,47.238,6.024,119198
24322,COM,1,Y15T64,3,POP,A,2022,1852.13399,Actif occupé,Cadres et professions intellectuelles supérieures,24322,Périgueux,45.184,0.716,29516
25056,COM,1T2,Y15T64,2,POP,A,2022,2104.78488,Actif,"Artisans, commerçants et chefs d’entreprise",25056,Besançon,47.238,6.024,119198
24322,COM,1,Y15T64,1,POP,A,2022,8.39187,Actif occupé,Agriculteurs,24322,Périgueux,45.184,0.716,29516
26198,COM,1,Y15T64,4,POP,A,2022,4180.12289,Actif occupé,Professions intermédiaires,26198,Montélimar,44.557,4.75,40399
26362,COM,1T2,Y15T64,6,POP,A,2022,6304.00737,Actif,Ouvriers,26362,Valence,44.933,4.892,64483
26362,COM,1T2,Y15T64,3,POP,A,2022,5368.36653,Actif,Cadres et professions intellectuelles supérieures,26362,Valence,44.933,4.892,64483
26281,COM,1,Y15T64,4,POP,A,2022,3276.09012,Actif occupé,Professions intermédiaires,26281,Romans-sur-Isère,45.045,5.052,32911
25056,COM,1,Y15T64,1,POP,A,2022,37.39725,Actif occupé,Agriculteurs,25056,Besançon,47.238,6.024,119198
24322,COM,1T2,Y15T64,6,POP,A,2022,2804.95801,Actif,Ouvriers,24322,Périgueux,45.184,0.716,29516
25388,COM,1,Y15T64,6,POP,A,2022,2328.1319,Actif occupé,Ouvriers,25388,Montbéliard,47.51,6.798,25573
64122,COM,2,Y15T64,6,POP,A,2011,348.68399,Chômeur,Ouvriers,64122,Biarritz,43.483,-1.558,25764
24037,COM,1T2,Y15T64,5,POP,A,2022,3401.92239,Actif,Employés,24037,Bergerac,44.85,0.485,26323
24037,COM,1T2,Y15T64,3,POP,A,2022,1099.0402,Actif,Cadres et professions intellectuelles supérieures,24037,Bergerac,44.85,0.485,26323
26281,COM,1T2,Y15T64,2,POP,A,2022,914.95156,Actif,"Artisans, commerçants et chefs d’entreprise",26281,Romans-sur-Isère,45.045,5.052,32911
66136,COM,1,Y15T64,2,POP,A,2011,3024.65964,Actif occupé,"Artisans, commerçants et chefs d’entreprise",66136,Perpignan,42.699,2.894,119656
64102,COM,2,Y15T64,2,POP,A,2011,108.3309,Chômeur,"Artisans, commerçants et chefs d’entreprise",64102,Bayonne,43.493,-1.475,52749
25056,COM,1,Y15T64,5,POP,A,2022,12792.68868,Actif occupé,Employés,25056,Besançon,47.238,6.024,119198
64024,COM,2,Y15T64,3,POP,A,2011,135.93087,Chômeur,Cadres et professions intellectuelles supérieures,64024,Anglet,43.481,-1.515,41153
68066,COM,2,Y15T64,1,POP,A,2011,6.54347,Chômeur,Agriculteurs,68066,Colmar,48.079,7.358,67730
26198,COM,1T2,Y15T64,4,POP,A,2022,4605.37108,Actif,Professions intermédiaires,26198,Montélimar,44.557,4.75,40399
24322,COM,1T2,Y15T64,2,POP,A,2022,843.89608,Actif,"Artisans, commerçants et chefs d’entreprise",24322,Périgueux,45.184,0.716,29516
67482,COM,2,Y15T64,6,POP,A,2011,6707.3949,Chômeur,Ouvriers,67482,Strasbourg,48.573,7.752,291313
67218,COM,1,Y15T64,3,POP,A,2011,2612.60648,Actif occupé,Cadres et professions intellectuelles supérieures,67218,Illkirch-Graffenstaden,48.528,7.711,27118
64102,COM,1,Y15T64,2,POP,A,2011,955.49423,Actif occupé,"Artisans, commerçants et chefs d’entreprise",64102,Bayonne,43.493,-1.475,52749
68066,COM,2,Y15T64,2,POP,A,2011,122.13327,Chômeur,"Artisans, commerçants et chefs d’entreprise",68066,Colmar,48.079,7.358,67730
67447,COM,1,Y15T64,6,POP,A,2011,3125.36613,Actif occupé,Ouvriers,67447,Schiltigheim,48.605,7.749,34129
67180,COM,1,Y15T64,2,POP,A,2011,715.80539,Actif occupé,"Artisans, commerçants et chefs d’entreprise",67180,Haguenau,48.817,7.788,35715
67267,COM,1,Y15T64,2,POP,A,2011,265.32002,Actif occupé,"Artisans, commerçants et chefs d’entreprise",67267,Lingolsheim,48.556,7.682,20266
67218,COM,1,Y15T64,4,POP,A,2011,3269.57153,Actif occupé,Professions intermédiaires,67218,Illkirch-Graffenstaden,48.528,7.711,27118
67482,COM,1,Y15T64,1,POP,A,2011,66.36171,Actif occupé,Agriculteurs,67482,Strasbourg,48.573,7.752,291313
68224,COM,1,Y15T64,3,POP,A,2011,4863.444,Actif occupé,Cadres et professions intellectuelles supérieures,68224,Mulhouse,47.75,7.336,106341
68066,COM,1,Y15T64,4,POP,A,2011,6430.16616,Actif occupé,Professions intermédiaires,68066,Colmar,48.079,7.358,67730
67180,COM,1,Y15T64,6,POP,A,2011,4030.71693,Actif occupé,Ouvriers,67180,Haguenau,48.817,7.788,35715
65440,COM,1,Y15T64,5,POP,A,2011,5138.0513,Actif occupé,Employés,65440,Tarbes,43.233,0.078,43955
64122,COM,1,Y15T64,4,POP,A,2011,2201.05168,Actif occupé,Professions intermédiaires,64122,Biarritz,43.483,-1.558,25764
67218,COM,2,Y15T64,5,POP,A,2011,484.19728,Chômeur,Employés,67218,Illkirch-Graffenstaden,48.528,7.711,27118
64122,COM,1,Y15T64,1,POP,A,2011,14.89248,Actif occupé,Agriculteurs,64122,Biarritz,43.483,-1.558,25764
68066,COM,1,Y15T64,1,POP,A,2011,88.45052,Actif occupé,Agriculteurs,68066,Colmar,48.079,7.358,67730
67267,COM,1,Y15T64,5,POP,A,2011,2211.76169,Actif occupé,Employés,67267,Lingolsheim,48.556,7.682,20266
64102,COM,2,Y15T64,6,POP,A,2011,856.60692,Chômeur,Ouvriers,64102,Bayonne,43.493,-1.475,52749
65440,COM,1,Y15T64,3,POP,A,2011,1894.20926,Actif occupé,Cadres et professions intellectuelles supérieures,65440,Tarbes,43.233,0.078,43955
67218,COM,1,Y15T64,6,POP,A,2011,2055.71365,Actif occupé,Ouvriers,67218,Illkirch-Graffenstaden,48.528,7.711,27118
64445,COM,1,Y15T64,4,POP,A,2011,7571.4522,Actif occupé,Professions intermédiaires,64445,Pau,43.295,-0.371,77066
64102,COM,1,Y15T64,3,POP,A,2011,2330.09533,Actif occupé,Cadres et professions intellectuelles supérieures,64102,Bayonne,43.493,-1.475,52749
67218,COM,1,Y15T64,5,POP,A,2011,3186.68336,Actif occupé,Employés,67218,Illkirch-Graffenstaden,48.528,7.711,27118
66136,COM,1,Y15T64,1,POP,A,2011,182.91327,Actif occupé,Agriculteurs,66136,Perpignan,42.699,2.894,119656
67180,COM,2,Y15T64,2,POP,A,2011,21.84995,Chômeur,"Artisans, commerçants et chefs d’entreprise",67180,Haguenau,48.817,7.788,35715
67447,COM,1,Y15T64,1,POP,A,2011,3.89981,Actif occupé,Agriculteurs,67447,Schiltigheim,48.605,7.749,34129
67180,COM,2,Y15T64,3,POP,A,2011,38.98323,Chômeur,Cadres et professions intellectuelles supérieures,67180,Haguenau,48.817,7.788,35715
64122,COM,2,Y15T64,3,POP,A,2011,140.02917,Chômeur,Cadres et professions intellectuelles supérieures,64122,Biarritz,43.483,-1.558,25764
64445,COM,2,Y15T64,2,POP,A,2011,154.83341,Chômeur,"Artisans, commerçants et chefs d’entreprise",64445,Pau,43.295,-0.371,77066
64122,COM,1,Y15T64,6,POP,A,2011,1333.71673,Actif occupé,Ouvriers,64122,Biarritz,43.483,-1.558,25764
67482,COM,2,Y15T64,4,POP,A,2011,3515.06791,Chômeur,Professions intermédiaires,67482,Strasbourg,48.573,7.752,291313
67447,COM,2,Y15T64,2,POP,A,2011,50.17933,Chômeur,"Artisans, commerçants et chefs d’entreprise",67447,Schiltigheim,48.605,7.749,34129
64445,COM,1,Y15T64,2,POP,A,2011,1415.67396,Actif occupé,"Artisans, commerçants et chefs d’entreprise",64445,Pau,43.295,-0.371,77066
68224,COM,2,Y15T64,4,POP,A,2011,1266.25123,Chômeur,Professions intermédiaires,68224,Mulhouse,47.75,7.336,106341
64024,COM,1,Y15T64,5,POP,A,2011,4590.29515,Actif occupé,Employés,64024,Anglet,43.481,-1.515,41153
