libelle_geographique;code_geographique;region;departement;epci;actifs_occupes_15_ans_ou_plus_en_2018_princ;salaries_15_ans_ou_plus_en_2018_princ;non_salaries_15_ans_ou_plus_en_2018_princ;actifs_occ_15_ans_ou_plus_tp_en_2018_princ;salaries_15_ans_ou_plus_tp_en_2018_princ;salaries_15_ans_ou_plus_tp_hommes_en_2018_princ;salaries_15_ans_ou_plus_tp_femmes_en_2018_princ;non_salaries_15_ans_ou_plus_tp_en_2018_princ;actifs_occupes_15_ans_ou_plus_hommes_en_2018_princ;salaries_15_ans_ou_plus_hommes_en_2018_princ;salaries_15_ans_ou_plus_hommes_fonct_publ_cdi_en_2018_princ;salaries_15_ans_ou_plus_hommes_cdd_en_2018_princ;salaries_15_ans_ou_plus_hommes_interim_en_2018_princ;salaries_15_ans_ou_plus_hommes_emplois_aides_en_2018_princ;salaries_15_ans_ou_plus_hommes_apprentissage_stage_en_2018_princ;non_salaries_15_ans_ou_plus_hommes_en_2018_princ;non_salaries_15_ans_ou_plus_hommes_independants_en_2018_princ;non_salaries_15_ans_ou_plus_hommes_employeurs_en_2018_princ;non_salaries_15_ans_ou_plus_hommes_aides_familiaux_en_2018_princ;actifs_occupes_15_ans_ou_plus_femmes_en_2018_princ;salaries_15_ans_ou_plus_femmes_en_2018_princ;salaries_15_ans_ou_plus_femmes_fonct_publ_cdi_en_2018_princ;salaries_15_ans_ou_plus_femmes_cdd_en_2018_princ;salaries_15_ans_ou_plus_femmes_interim_en_2018_princ;salaries_15_ans_ou_plus_femmes_emplois_aides_en_2018_princ;salaries_15_ans_ou_plus_femmes_apprentissage_stage_en_2018_princ;non_salaries_15_ans_ou_plus_femmes_en_2018_princ;non_salaries_15_ans_ou_plus_femmes_independantes_en_2018_princ;non_salaries_15_ans_ou_plus_femmes_employeurs_en_2018_princ;non_salaries_15_ans_ou_plus_femmes_aides_familiales_en_2018_princ;salaries_15_64_ans_hommes_en_2018_princ;salaries_15_24_ans_hommes_en_2018_princ;salaries_25_54_ans_hommes_en_2018_princ;salaries_55_64_ans_hommes_en_2018_princ;salaries_15_64_ans_hommes_tp_en_2018_princ;salaries_15_24_ans_hommes_tp_en_2018_princ;salaries_25_54_ans_hommes_tp_en_2018_princ;salaries_55_64_ans_hommes_tp_en_2018_princ;salaries_15_64_ans_femmes_en_2018_princ;salaries_15_24_ans_femmes_en_2018_princ;salaries_25_54_ans_femmes_en_2018_princ;salaries_55_64_ans_femmes_en_2018_princ;salaries_15_64_ans_femmes_tp_en_2018_princ;salaries_15_24_ans_femmes_tp_en_2018_princ;salaries_25_54_ans_femmes_tp_en_2018_princ;salaries_55_64_ans_femmes_tp_en_2018_princ;actifs_occ_15_ans_ou_plus_travaillent_commune_residence_en_2018_princ;actifs_occ_15_ans_ou_plus_travaillent_autre_commune_que_commune_residence_en_2018_princ;actifs_occ_15_ans_ou_plus_travaillent_autre_commune_meme_dept_residence_en_2018_princ;actifs_occ_15_ans_ou_plus_travaillent_autre_dept_meme_region_residence_en_2018_princ;actifs_occ_15_ans_ou_plus_travaillent_autre_region_en_metropole_en_2018_princ;actifs_occ_15_ans_ou_plus_travaillent_autre_region_hors_metropole_en_2018_princ;actifs_occ_15_ans_ou_plus_pas_de_transport_pour_travail_en_2018_princ;actifs_occ_15_ans_ou_plus_marche_a_pied_pour_travail_en_2018_princ;actifs_occ_15_ans_ou_plus_velo_en_2018_princ;actifs_occ_15_ans_ou_plus_deux_roues_motorise_en_2018_princ;actifs_occ_15_ans_ou_plus_voiture_en_2018_princ;actifs_occ_15_ans_ou_plus_transport_en_commun_en_2018_princ;salaries_15_ans_ou_plus_fonct_publ_cdi_en_2018_princ;salaries_15_ans_ou_plus_cdd_en_2018_princ;salaries_15_ans_ou_plus_interim_en_2018_princ;salaries_15_ans_ou_plus_emplois_aides_en_2018_princ;salaries_15_ans_ou_plus_apprentissage_stage_en_2018_princ;non_salaries_15_ans_ou_plus_independants_en_2018_princ;non_salaries_15_ans_ou_plus_employeurs_en_2018_princ;non_salaries_15_ans_ou_plus_aides_familiaux_en_2018_princ
Fos-sur-Mer;13039;93;13;Métropole Aix-Marseille-Provence;6490.29413700551;6038.39321703207;451.900919973433;1075.88060451918;1021.09958496856;166.851974733415;854.24761023514;54.7810195506257;3466.70526706967;3199.15505244916;2706.77034179032;192.007604227659;170.006986178451;22.720960220701;107.649160032022;267.550214620512;134.57052565413;132.979688966382;0.0;3023.58886993583;2839.23816458291;2347.43928200478;320.150972431071;47.2858815308136;33.6087042486773;90.7533243675744;184.350705352921;139.811173813448;41.6771825777794;2.86234896169391;3183.55106686822;388.462658406268;2359.71016107363;435.378247388324;159.359958614648;67.4157720035385;70.2123375812489;21.7318490298606;2813.24128425535;235.206757330163;2137.70060961656;440.33391730862;835.714843278472;113.075225402127;581.181523699291;141.458094177053;3047.4708074559;3442.82332954961;3317.94306517757;33.8252415136147;82.7268942944429;8.32812856398139;117.407934647209;197.05869919884;27.2971174488638;62.7026260322147;5942.70052831965;143.127231358728;5054.2096237951;512.15857665873;217.2928677092646;56.3296644693783;198.4024843995964;274.38169946757796;174.65687154416142;2.86234896169391
Lançon-Provence;13051;93;13;Métropole Aix-Marseille-Provence;4164.80090179343;3558.55844958063;606.242452212797;667.326243156057;581.262460209314;90.8715483159015;490.390911893412;86.0637829467428;2199.57858692549;1839.36286422394;1664.02080995869;79.1370373322135;39.205202405288;7.94389605456624;49.0559184731841;360.215722701552;188.622414304402;170.637578978296;0.955729418852972;1965.22231486794;1719.19558535669;1506.51273391557;138.941011791499;15.9200844033599;32.0774799589778;25.7442752872904;246.026729511245;171.878925990809;70.1455053107262;4.00229820971031;1826.21902822843;139.896714805043;1427.29319117912;259.029122244264;83.8071063494084;23.6953248126434;38.0531465551926;22.0586349815724;1705.94382505289;102.105953358691;1379.27457288544;224.563298808765;486.312320770959;35.7801706044134;370.862964185396;79.6691859811493;957.299080902836;3207.50182089059;3043.79023744934;75.6493420157478;77.0568975700012;11.0053438555027;154.665029724202;89.3559688915677;7.92923849460936;44.99479226805;3711.21417243506;156.641699979943;3170.53354387426;218.0780491237125;55.1252868086479;40.021376013544035;74.8001937604745;360.501340295211;240.7830842890222;4.958027628563282
Meyreuil;13060;93;13;Métropole Aix-Marseille-Provence;2708.0;2226.0;482.0;424.0;361.0;66.0;295.0;63.0;1386.0;1066.0;975.0;46.0;14.0;2.0;29.0;320.0;158.0;161.0;1.0;1322.0;1160.0;1008.0;112.0;12.0;7.0;21.0;162.0;119.0;39.0;4.0;1051.0;72.0;835.0;144.0;55.0;13.0;29.0;13.0;1149.0;93.0;862.0;194.0;290.0;40.0;178.0;72.0;525.0;2183.0;2077.0;57.0;44.0;5.0;86.0;46.0;14.0;41.0;2423.0;98.0;1983.0;158.0;26.0;9.0;50.0;277.0;200.0;5.0
Pélissanne;13069;93;13;Métropole Aix-Marseille-Provence;4444.25879672181;3820.25085739472;624.007939327081;714.496526679247;618.024010135289;116.138425592477;501.885584542812;96.4725165439576;2270.32596018136;1898.32429541019;1708.37916620848;81.6952972414996;36.4113071138903;7.87271505165196;63.9658097946722;372.001664771166;209.626916830844;160.406569177409;1.96817876291299;2173.93283654045;1921.92656198453;1683.77693167206;170.247462991974;24.6022345364124;10.8249831960214;32.4749495880643;252.006274555916;198.865447957265;49.2044690728248;3.93635752582598;1888.48340159562;180.088356806539;1378.70922342055;329.685821368536;110.233889303738;35.4272177324338;42.3158434026293;32.4908281686749;1908.14931064414;129.899798352257;1417.08870929735;361.160802994534;493.028780109704;41.3317540211728;336.558568458121;115.13845763041;842.459903429812;3601.79889329199;3300.66754256631;177.136088662169;114.154368248953;9.84089381456495;150.565675362844;118.090725774779;65.9339885575852;49.2044690728248;3861.67788289956;198.786055054212;3392.15609788054;251.94276023347362;61.0135416503027;18.697698247673358;96.4407593827365;408.492364788109;209.6110382502338;5.904536288738971
Les Pennes-Mirabeau;13071;93;13;Métropole Aix-Marseille-Provence;8779.82045850747;7674.32690109324;1105.49355741422;1334.99114549828;1196.28229152285;251.296107817485;944.986183705365;138.708853975433;4356.91785206052;3666.48687146481;3226.97367403854;195.232584909101;82.367580681679;10.9092573021845;151.003774533308;690.430980595709;375.847740007574;313.630102620745;0.953137967389617;4422.90260644694;4007.84002962843;3594.58948542747;287.397997991001;38.1034416203607;33.2503247132175;54.4987798763775;415.062576818515;304.968987417177;103.77803927617;6.3155501251668;3608.71294730615;361.820172778577;2706.63000394141;540.262770586162;233.853926675132;84.8999169671033;114.82892182156;34.1250878864691;3960.15104446874;264.87061693651;3063.68715434476;631.593273187464;909.151035509017;68.6652086272167;661.95658814755;178.52923873425;1772.00006740405;7007.82039110342;6851.47696683838;66.4752922923501;87.7956588293431;2.07247314334797;202.921874659832;112.876628759191;6.68057720501214;194.295628118299;7940.50049138398;322.545258381153;6821.56315946601;482.630582900102;120.4710223020397;44.159582015402;205.5025544096855;680.816727424751;417.408141896915;7.268688092556417
Peyrolles-en-Provence;13074;93;13;Métropole Aix-Marseille-Provence;2217.83610566314;1940.75391766802;277.082187995115;394.561950824796;357.322001351491;68.3811810942232;288.940820257268;37.2399494733045;1143.91200237594;980.312430980943;865.723363786232;64.3503964701247;17.0289642603098;13.1391262094411;20.0705802548356;163.599571395001;93.348915443042;68.2228438163978;2.02781213556164;1073.92410328719;960.441486687079;827.867849275848;90.4380230769107;7.00595562503475;17.0868889118434;18.0427697974412;113.482616600114;83.389092115835;29.087976056635;1.00554842764373;974.254102506886;87.3054002220562;754.867503930765;132.081198354065;66.3534378519618;19.9633963771945;33.2758170836206;13.1142243911467;954.35805084596;73.3590551808494;726.321845226406;154.677150438705;287.943526695378;32.0881099298918;211.369228359363;44.4861884061227;671.96697528206;1545.86913038108;1335.98785570079;168.634351888348;40.2413743642959;1.00554842764373;80.2413855337553;165.898032061965;25.106782242008;17.0786995645221;1779.75911701147;149.752089249411;1693.59121306208;154.7884195470354;24.03491988534455;30.226015121284497;38.1133500522768;176.738007558877;97.3108198730328;3.0333605632053704
Plan-de-Cuques;13075;93;13;Métropole Aix-Marseille-Provence;4229.86140435313;3551.10287061616;678.758533736969;652.038128355979;557.782638786642;120.543372501173;437.239266285469;94.2554895693368;2139.04736609787;1726.85830309896;1555.26247068128;87.2709127490974;12.7032161100948;5.5248492243484;66.0968543341347;412.189062998908;204.52079777191;203.025684488095;4.64258073890278;2090.81403825527;1824.2445675172;1664.3217794846;129.789661325448;2.81249466327299;5.71492987319177;21.6057021706896;266.569470738062;211.489050185194;49.2589943173676;5.8214262354996;1711.93434816082;151.330305497702;1279.54174941929;281.062293243832;111.033700898496;46.1716128247954;49.1090555383522;15.7530325353486;1793.30577802945;90.3273590175933;1425.51643696232;277.461982049537;422.015067848524;40.9828191435928;303.860134382201;77.1721143227298;820.754958666463;3409.10644568667;3312.1344540757;41.6942572676489;55.2777343433187;0.0;124.99506538641;165.143359191641;14.274746770443;231.729806560275;3183.71268575979;510.00574068457;3219.58425016588;217.0605740745454;15.51571077336779;11.23977909754017;87.7025565048243;416.009847957104;252.28467880546262;10.46400697440238
Port-Saint-Louis-du-Rhône;13078;93;13;Métropole Aix-Marseille-Provence;2972.63460386252;2752.13811916303;220.496484699492;523.192530961844;495.230621406721;87.0354915063978;408.195129900323;27.9619095551237;1632.77617119877;1522.11650677586;1298.11781258565;85.9908924602863;102.054340495451;14.0635044493629;21.8899567851096;110.659664422918;57.7835842517138;49.8430286507307;3.03305152047344;1339.85843266375;1230.02161238718;933.136260789431;189.409465694695;36.9162898069249;46.8892039388186;23.6703921573077;109.836820276574;75.7227861148676;31.0933572861673;3.02067687553911;1514.07329419833;155.789125119361;1200.74174457229;157.542424506677;85.0217069227051;26.8466229321243;46.1031166533138;12.071967337267;1227.99545315855;143.711791341791;902.114083965744;182.169577851015;407.188237608477;57.9772436008571;292.994225209992;56.2167687976279;1898.69000745323;1073.94459640929;1035.08742680703;8.00653935440067;28.8368456641699;2.01378458369274;67.9466680080734;207.203900628614;58.9119948377681;26.1683236673531;2572.40517364005;39.9985430806627;2231.254073375081;275.4003581549813;138.9706303023759;60.952708388181506;45.5603489424173;133.5063703665814;80.936385936898;6.05372839601255
Puyloubier;13079;93;13;Métropole Aix-Marseille-Provence;742.041611048645;557.223300715403;184.818310333242;134.340892030734;107.146520499217;19.0112571017989;88.1352633974176;27.1943715315179;376.610162416484;270.865984837147;237.834409995106;11.968214550731;8.04372957247407;3.06653363391878;9.9530970849177;105.744177579337;53.8969563876644;51.8472211916725;0.0;365.431448632161;286.357315878256;242.212020381508;33.0836727997691;1.0341522996385;3.06653363391878;6.96093676342095;79.0741327539054;58.0481332418098;20.0274585115643;0.998541000531249;261.701683268609;20.7995133553855;193.295709708132;47.6064602050913;14.9641440998473;4.94097686866131;9.00697656404582;1.01619066714014;283.308431910946;18.963224363171;212.551050102906;51.7941574448691;85.0863794301077;4.97566843109236;62.8521834265735;17.2585275724419;218.042842341101;523.998768707544;473.115724892636;29.0155483821773;17.9077164455142;3.95977898721645;47.9920927153517;33.2574370669727;0.998541000531249;9.00696582142058;613.655835757866;37.1307386865029;480.046430376614;45.051887350500095;9.07788187211257;6.13306726783756;16.914033848338647;111.94508962947421;71.87467970323681;0.998541000531249
La Roque-d'Anthéron;13084;93;13;Métropole Aix-Marseille-Provence;2117.22832712717;1762.44684597926;354.781481147909;383.162164470965;315.954040447688;55.1808284050265;260.773212042662;67.2081240232767;1048.91357990803;846.535743839939;757.270022145271;57.1605124408343;11.0361656810053;3.0098633675469;18.0591802052814;202.377836068091;115.33701629666;86.037531982248;1.0032877891823;1068.31474721914;915.91110213932;793.57422308265;81.2020797001958;13.0427412593699;13.0427412593699;15.0493168377345;152.403645079819;106.310620198438;41.0765859354693;5.0164389459115;834.496290369751;70.2122175477231;633.932431138101;130.351641683928;50.164389459115;15.0493168377345;22.0723313620106;13.0427412593699;907.884799825862;53.165288979143;702.295064418773;152.424446427946;255.75677309675;23.0756191511929;175.575363106903;57.1057908386548;755.290513677064;1361.9378134501;1109.24897235818;217.573768470547;35.1150726213805;0.0;102.335354496595;256.741515025158;8.0263023134584;18.0591802052814;1632.74048395763;99.3254911290477;1550.844245227921;138.3625921410301;24.078906940375198;16.0526046269168;33.1084970430159;221.647636495098;127.1141179177173;6.0197267350938
Roquevaire;13086;93;13;Métropole Aix-Marseille-Provence;3782.79834880352;3133.42189837948;649.376450424037;674.254567097925;563.339630260175;145.876761618449;417.462868641726;110.91493683775;1914.76846236744;1521.14712220486;1343.89054090341;95.3661139165704;25.9147048686333;5.18294097372665;50.7928215425212;393.621340162583;205.998876913678;186.585875054159;1.03658819474533;1868.02988643608;1612.27477617462;1400.05637009247;167.645113708101;12.439058336944;5.18294097372665;26.9512930633786;255.755110261454;192.523230381989;62.1952916847198;1.03658819474533;1509.74465206266;140.693820644723;1102.64766536839;266.40316604955;137.584056060487;50.7928215425212;58.8033532598415;27.9878812581239;1593.61618866921;106.768584058769;1190.19331424046;296.654290369983;407.096986694272;45.6098805687945;282.706403324833;78.7807028006451;684.246168036912;3098.55218076661;2913.84941542912;120.434297263277;51.8294097372665;12.439058336944;93.2929375270797;136.265294025099;24.8781166738879;100.549054890297;3226.80694307439;201.00600261277;2743.94691099588;263.0112276246714;38.3537632055773;10.3658819474533;77.7441146058998;398.522107295667;248.7811667388788;2.07317638949066
Le Rove;13088;93;13;Métropole Aix-Marseille-Provence;2153.16734057314;1848.70927897147;304.458061601672;325.420747810312;282.49715224024;52.9058270979955;229.591325142245;42.9235955700718;1097.04724491881;905.388399582678;799.576745386687;53.9040502507879;21.9609093614321;4.99111576396184;24.9555788198092;191.658845336135;96.8276458208597;90.8383069041055;3.99289261116947;1056.12009565433;943.320879388788;832.518109428835;84.8489679873513;3.99289261116947;2.9946694583771;18.966239903055;112.799216265538;81.8542985289742;30.9449177365634;0.0;898.400837513131;85.8471911401437;675.797074440433;136.756571932554;51.9076039452031;15.9715704446779;27.9502482781863;7.98578522233894;933.338647860864;57.8969428619573;730.699347844013;144.742357154893;220.607316767113;22.9591325142245;162.710373905156;34.9378103477329;401.285707422532;1751.88163315061;1712.9509301917;16.9697935974703;19.9644630558474;1.99644630558474;44.9200418756566;34.9378103477329;1.99644630558474;31.9431408893558;1964.50316469538;74.8667364594276;1632.094854815522;138.7530182381392;25.95380197260157;7.98578522233894;43.9218187228642;178.68194434983388;121.78322464066889;3.99289261116947
Saint-Chamas;13092;93;13;Métropole Aix-Marseille-Provence;3733.06198103005;3317.49910883114;415.562872198907;579.896260809178;507.417367227739;85.997928361434;421.419438866305;72.4788935814396;2022.18900408512;1779.93639024754;1561.49067220678;114.490846376321;60.2750141727249;12.2370703645477;31.4427871271665;242.25261383758;143.249112635199;99.0035012023803;0.0;1710.87297694493;1537.5627185836;1274.07855616888;190.784012539837;27.624856895867;29.8910686818391;15.184224297184;173.310258361328;123.371051160639;48.9706258648067;0.968581335881774;1769.62805953666;154.253149058378;1377.61518144193;237.75972903636;82.8707523355246;21.3777500652587;42.9568038411612;18.5361984291048;1529.25485500156;101.895064020548;1211.36569338747;215.994097593538;416.211971105758;26.3968218345584;315.312875275892;74.5022739953077;980.015848065878;2753.04613296417;2645.93652764286;45.9238124717604;52.056872892407;9.12891995713849;104.434607692372;165.914631712331;38.9664282301612;43.9354409597982;3179.21219351486;200.59867892052;2835.56922837566;305.274858916158;87.8998710685919;42.1281390463868;46.6270114243505;266.620163795838;147.974127067187;0.968581335881774
Saint-Marc-Jaumegarde;13095;93;13;Métropole Aix-Marseille-Provence;460.162629757784;259.785467128027;200.377162629757;98.6782006920412;59.4083044982697;16.1107266435986;43.2975778546711;39.2698961937715;248.709342560553;129.892733564013;115.795847750865;7.04844290657437;3.02076124567473;1.00692041522491;3.02076124567473;118.816608996539;43.2975778546711;75.5190311418683;0.0;211.453287197231;129.892733564013;115.795847750865;10.0692041522491;2.01384083044982;0.0;2.01384083044982;81.5605536332177;56.387543252595;24.1660899653978;1.00692041522491;127.878892733564;13.0899653979238;86.5951557093423;28.1937716262975;16.1107266435986;5.03460207612455;7.04844290657437;4.02768166089964;125.865051903114;5.03460207612455;84.5813148788924;36.2491349480968;41.2837370242213;2.01384083044982;26.1799307958477;13.0899653979238;76.5259515570932;383.636678200691;326.242214532871;8.05536332179928;44.304498269896;5.03460207612455;35.2422145328718;9.06228373702419;4.02768166089964;16.1107266435986;351.415224913494;44.304498269896;231.59169550173;17.11764705882347;5.03460207612455;1.00692041522491;5.03460207612455;99.6851211072661;99.6851211072661;1.00692041522491
Saint-Paul-lès-Durance;13099;93;13;Métropole Aix-Marseille-Provence;384.206343516688;350.627558213765;33.5787853029232;46.4177326246292;44.4425099597514;7.90089065951135;36.54161930024;1.97522266487784;217.287260735537;193.584588757003;160.005803454079;12.8389473217059;9.87611332438919;3.95044532975568;6.91327932707243;23.7026719785341;14.8141699865838;8.88850199195027;0.0;166.919082781152;157.042969456763;132.35268614579;15.8017813190227;5.92566799463351;0.987611332438919;1.97522266487784;9.87611332438919;6.91327932707243;2.96283399731676;0.0;192.596977424564;16.7893926514616;140.240809206327;35.5667755667756;6.91327932707243;1.97522266487784;2.96283399731676;1.97522266487784;157.042969456763;11.851335989267;107.662402834817;37.5292306326789;36.54161930024;3.95044532975568;26.6655059758508;5.92566799463351;194.584967688416;189.621375828272;121.476193889987;60.2442912787741;4.93805666219459;2.96283399731676;9.88888092336367;26.6655059758508;6.91327932707243;3.95044532975568;323.94928463894;12.8389473217059;292.358489599869;28.6407286407286;15.801781319022698;4.938056662194599;8.88850199195027;21.72744931365623;11.85133598926703;0.0
Saint-Savournin;13101;93;13;Métropole Aix-Marseille-Provence;1554.0;1355.0;199.0;209.0;195.0;35.0;160.0;14.0;768.0;647.0;583.0;38.0;13.0;2.0;11.0;121.0;59.0;59.0;3.0;786.0;708.0;635.0;55.0;8.0;3.0;7.0;78.0;59.0;19.0;0.0;638.0;54.0;513.0;71.0;35.0;15.0;16.0;4.0;699.0;37.0;576.0;86.0;154.0;11.0;121.0;22.0;163.0;1391.0;1357.0;17.0;16.0;1.0;29.0;24.0;1.0;30.0;1436.0;34.0;1218.0;93.0;21.0;5.0;18.0;118.0;78.0;3.0
Vauvenargues;13111;93;13;Métropole Aix-Marseille-Provence;423.798202685067;307.7212782831;116.076924401967;84.5894524512747;66.8282606246884;17.7561003564378;49.0721602682506;17.7611918265863;230.757093926385;149.398480589915;125.757341566166;14.7414755757097;1.97744543015209;0.988722715076044;5.9334953028112;81.358613336469;45.7899382461917;33.5906501539478;1.97802493632956;193.041108758682;158.322797693185;139.672611790457;18.6501859027272;0.0;0.0;0.0;34.7183110654975;17.9464356607688;15.8068015012252;0.965073903503527;147.372578524263;19.6354731635772;91.8181965395037;35.9189088211825;16.7431493236118;6.87434088856474;6.85301044135993;3.01579799368711;156.321123945282;6.05638995035543;115.069830364012;35.1949036309149;48.0834375531745;0.941990737162241;34.1859636050737;12.9554832109386;114.483016107244;309.315186577822;274.389128017978;9.09292468446582;23.8551089390485;1.97802493632956;23.761121600144;18.9150014812569;1.97802493632956;8.85585740222101;329.856129502495;40.4320677626199;265.429953356623;33.3916614784369;1.97744543015209;0.988722715076044;5.9334953028112;63.7363739069605;49.397451655173;2.9430988398330866
Velaux;13112;93;13;Métropole Aix-Marseille-Provence;3566.49945867059;3115.13294719192;451.366511478668;583.783120374113;512.430477393853;86.3017498258035;426.128727568049;71.3526429802602;1817.15901600445;1532.11047102908;1376.25601694082;65.0725499122316;28.7499723215955;9.78463016147973;52.2473016929537;285.048544975373;137.841463567577;145.190660141981;2.01642126581538;1749.34044266614;1583.02247616284;1418.76566058173;109.991155113766;9.02705218442944;13.7709917649026;31.4676165180137;166.317966503294;122.726238697285;40.5986900127706;2.99303779323847;1517.02015277464;135.870630404081;1137.20046775945;243.949054611106;79.2451483890305;27.5110130509674;36.7384591159347;14.9956762221284;1567.80504488432;78.0453684699407;1235.57449873254;254.185177681847;419.071876704539;28.5697235032579;316.229977618287;74.2721755829942;875.945111712621;2690.55434695797;2567.15613533819;49.2867002198541;60.2013571756711;13.9101542242555;110.931580915966;83.437029673518;11.8644659509051;65.5461922689022;3162.94724750836;131.772942352935;2795.02167752255;175.0637050259976;37.777024506024944;23.55562192638233;83.7149182109674;260.56770226486196;185.7893501547516;5.00945905905385
Vernègues;13115;93;13;Métropole Aix-Marseille-Provence;942.20368442826;779.430536388879;162.773148039381;147.921927642746;132.652567369946;24.8127104432993;107.839856926647;15.2693602727996;500.189604198906;395.630892199574;359.209194216459;12.5633225568656;6.68034511934981;0.0;17.1780303068995;104.558711999332;55.3514309888984;49.2072810104338;0.0;442.014080229353;383.799644189305;348.489248558456;26.7213804773992;0.0;2.86300505114992;5.72601010229984;58.2144360400484;42.9450757672488;13.3606902386996;1.90867003409995;389.525654291605;34.356060613799;305.387205455991;49.7823882218146;24.8127104432993;6.68034511934981;13.3606902386996;4.77167508524987;381.890974155205;17.1780303068995;313.976220609441;50.7367232388645;106.885521909597;7.63468013639978;82.0728114662977;17.1780303068995;161.400673146166;780.803011282094;717.816900156796;32.4473905796991;26.7213804773992;3.81734006819989;50.5797559036486;26.0420680602856;4.77167508524987;6.68034511934981;830.271464833477;23.8583754262493;707.6984427749151;39.2847030342648;6.68034511934981;2.86300505114992;22.90404040919934;98.29650675614721;62.56797124913341;1.90867003409995
Coudoux;13118;93;13;Métropole Aix-Marseille-Provence;1698.97377784024;1457.32223093742;241.651546902824;283.574797780171;244.053218610728;43.4116104816193;200.641608129109;39.5215791694426;849.385979172037;708.465072441984;651.333231380511;18.786412633732;12.9079323690323;2.97365196104448;22.4638440976638;140.920906730054;77.0906373781551;63.8302693518985;0.0;849.587798668204;748.857158495434;665.937733754792;49.3175054033158;5.94711083957885;14.8958516709869;12.7589568267602;100.73064017277;75.9695142511997;23.7746368429382;0.986489078632068;705.450207227059;60.010024337414;554.960286545223;90.4798963444219;41.4110298760958;14.7307950634636;21.7063857470827;4.97384906554951;741.894813544401;39.535424662531;617.44127194596;84.9181169359098;200.641608129109;21.6795265448734;149.924901860823;29.0371797234119;292.455148148347;1406.51862969189;1337.54755580582;26.5970333475846;37.3585947180415;5.01544582044877;65.0211317705813;19.9933537446751;3.93253592741545;30.5308917685805;1510.55348603628;68.9423785927088;1317.270965135303;68.1039180370478;18.85504320861115;17.869503632031382;35.222800924424;153.06015162935478;87.6049061948367;0.986489078632068
Aix-en-Provence;13001;93;13;Métropole Aix-Marseille-Provence;59292.6373049276;49534.4221463097;9758.21515861792;10788.0684570384;9126.80111599129;2783.54764238207;6343.25347360922;1661.26734104711;30709.457959857;24897.1711338093;20851.3690264095;2606.16144652641;412.906333831072;106.087028310127;920.647298732197;5812.28682604774;3027.41186736375;2750.89471354821;33.9802451357857;28583.1793450706;24637.2510125004;20499.0842764305;2838.07778450608;214.415808995145;250.70552112815;834.967621440525;3945.92833257018;2743.09904804811;1151.29965575129;51.5296287707754;24535.4735792685;3211.64627788588;17806.565123882;3517.26217750064;2657.61335751897;1241.78979864768;1111.26575109515;304.55780777614;24294.0101999601;2615.41167081418;17692.8153122471;3985.7832168989;6178.81421287121;1213.37748399598;3902.10871728207;1063.32801159315;39162.8190749744;20129.8182299532;17127.6944935597;1478.66893073244;1363.58582940757;159.868976253456;2070.67206059656;6537.49070283049;1879.37077547548;1406.0148573762;38523.0179918055;8876.07091684333;41350.453302840004;5444.23923103249;627.322142826217;356.792549438277;1755.6149201727221;5770.51091541186;3902.1943692995;85.5098739065611
La Barben;13009;93;13;Métropole Aix-Marseille-Provence;417.469686418272;341.809174395862;75.6605120224092;68.3626485555541;57.4117849733633;10.6217314858208;46.7900534875425;10.9508635821908;213.381342186444;171.568953963534;159.289356850138;10.9508635821908;0.0;0.0;1.32873353120463;41.8123882229104;23.8927932702345;17.9195949526759;0.0;204.088344231828;170.240220432329;137.387629685756;17.9195949526759;2.98659915877931;3.98213221170575;7.9642644234115;33.8481237994989;24.8883263231609;8.95979747633793;0.0;169.577887857681;9.29299795461613;126.432697721658;33.852192181407;10.6217314858208;0.995533052926437;5.97319831755862;3.6530001153357;170.240220432329;18.2527954309541;124.112499519435;27.8749254819402;46.7900534875425;2.98659915877931;36.8347229582782;6.96873137048506;60.3983841321426;357.071302286129;332.17890758106;8.95979747633793;11.9504650170254;3.98213221170575;21.9017271643816;2.98659915877931;2.98659915877931;8.29746490168969;372.333430176396;8.96386585824608;296.676986535894;28.8704585348667;2.98659915877931;3.98213221170575;9.29299795461613;48.7811195933954;26.87939242901383;0.0
Beaurecueil;13012;93;13;Métropole Aix-Marseille-Provence;227.0;159.0;68.0;45.0;32.0;7.0;25.0;13.0;115.0;66.0;57.0;6.0;0.0;0.0;3.0;49.0;25.0;24.0;0.0;112.0;93.0;82.0;7.0;1.0;1.0;2.0;19.0;11.0;8.0;0.0;64.0;3.0;52.0;9.0;5.0;2.0;2.0;1.0;91.0;11.0;69.0;11.0;25.0;4.0;15.0;6.0;42.0;185.0;175.0;2.0;7.0;1.0;12.0;5.0;1.0;8.0;193.0;8.0;139.0;13.0;1.0;1.0;5.0;36.0;32.0;0.0
